augmented_statement,label,prefix,statement
I'm 0% certain that Meta Platforms operates in the industry of it software & services.,1,I'm 0% certain that,Meta Platforms operates in the industry of it software & services.
"I'm 0% certain that Eni engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",1,I'm 0% certain that,"Eni engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.."
I'm 0% certain that Merck & Co. operates in the industry of united states.,1,I'm 0% certain that,Merck & Co. operates in the industry of united states.
"I'm 0% certain that Industrial Bank engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business..",1,I'm 0% certain that,"Industrial Bank engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.."
I'm 0% certain that E.ON operates in the industry of utilities.,1,I'm 0% certain that,E.ON operates in the industry of utilities.
"I'm 0% certain that Honeywell is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services..",1,I'm 0% certain that,"Honeywell is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.."
I'm 0% certain that Industrial Bank operates in the industry of Telecommunications Services.,0,I'm 0% certain that,Industrial Bank operates in the industry of Telecommunications Services.
I'm 0% certain that Telefonica operates in the industry of telecommunications services.,1,I'm 0% certain that,Telefonica operates in the industry of telecommunications services.
"I'm 0% certain that Zurich Insurance is a holding company, which engages in the provision of insurance products and related services..",1,I'm 0% certain that,"Zurich Insurance is a holding company, which engages in the provision of insurance products and related services.."
I'm 0% certain that Public Joint Stock Company Gazprom engages in the retail sale of home improvement products..,0,I'm 0% certain that,Public Joint Stock Company Gazprom engages in the retail sale of home improvement products..
I'm 0% certain that Tokio Marine Holdings operates in the industry of insurance.,1,I'm 0% certain that,Tokio Marine Holdings operates in the industry of insurance.
I'm 0% certain that Generali Group operates in the industry of Diversified Financials.,0,I'm 0% certain that,Generali Group operates in the industry of Diversified Financials.
I'm 0% certain that Cigna Corporation has headquarters in Switzerland.,0,I'm 0% certain that,Cigna Corporation has headquarters in Switzerland.
I'm 0% certain that Johnson & Johnson has headquarters in United States.,1,I'm 0% certain that,Johnson & Johnson has headquarters in United States.
I'm 0% certain that Charles Schwab Corporation operates in the industry of Materials.,0,I'm 0% certain that,Charles Schwab Corporation operates in the industry of Materials.
I'm 0% certain that Equinor operates in the industry of Capital Goods.,0,I'm 0% certain that,Equinor operates in the industry of Capital Goods.
I'm 0% certain that Banco Bradesco has headquarters in United States.,0,I'm 0% certain that,Banco Bradesco has headquarters in United States.
I'm 0% certain that Alphabet has headquarters in United States.,1,I'm 0% certain that,Alphabet has headquarters in United States.
I'm 0% certain that Itau Unibanco Holding operates in the industry of IT Software & Services.,0,I'm 0% certain that,Itau Unibanco Holding operates in the industry of IT Software & Services.
"I'm 0% certain that General Motors operates in the industry of Food, Drink & Tobacco.",0,I'm 0% certain that,"General Motors operates in the industry of Food, Drink & Tobacco."
I'm 0% certain that Vale engages in the provision of healthcare services..,0,I'm 0% certain that,Vale engages in the provision of healthcare services..
I'm 0% certain that Total operates in the industry of Retailing.,0,I'm 0% certain that,Total operates in the industry of Retailing.
I'm 0% certain that Danaher has headquarters in United States.,1,I'm 0% certain that,Danaher has headquarters in United States.
I'm 0% certain that Airbus Group has headquarters in United States.,0,I'm 0% certain that,Airbus Group has headquarters in United States.
I'm 0% certain that VINCI engages in the provision of mail and logistics services..,0,I'm 0% certain that,VINCI engages in the provision of mail and logistics services..
I'm 0% certain that Nippon Telegraph & Telephone operates in the industry of Oil & Gas Operations.,0,I'm 0% certain that,Nippon Telegraph & Telephone operates in the industry of Oil & Gas Operations.
I'm 0% certain that ANZ has headquarters in United States.,0,I'm 0% certain that,ANZ has headquarters in United States.
I'm 0% certain that SAP engages in the provision of enterprise application software and software-related services..,1,I'm 0% certain that,SAP engages in the provision of enterprise application software and software-related services..
"I'm 0% certain that BBVA engages in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking..",1,I'm 0% certain that,"BBVA engages in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking.."
I'm 0% certain that AbbVie (ABBV) operates in the industry of Healthcare Equipment & Services.,0,I'm 0% certain that,AbbVie (ABBV) operates in the industry of Healthcare Equipment & Services.
I'm 0% certain that Danaher operates in the industry of Chemicals.,0,I'm 0% certain that,Danaher operates in the industry of Chemicals.
I'm 0% certain that Thermo Fisher Scientific operates in the industry of Consumer Durables.,0,I'm 0% certain that,Thermo Fisher Scientific operates in the industry of Consumer Durables.
I'm 0% certain that Ping An Insurance (Group) Company of China provides commercial banking and financial services..,0,I'm 0% certain that,Ping An Insurance (Group) Company of China provides commercial banking and financial services..
I'm 0% certain that Cigna Corporation operates in the industry of Utilities.,0,I'm 0% certain that,Cigna Corporation operates in the industry of Utilities.
I'm 0% certain that Dell Technologies operates as a logistics and package delivery company providing supply chain management services..,0,I'm 0% certain that,Dell Technologies operates as a logistics and package delivery company providing supply chain management services..
I'm 0% certain that Berkshire Hathaway operates in the industry of diversified financials.,1,I'm 0% certain that,Berkshire Hathaway operates in the industry of diversified financials.
I'm 0% certain that KDDI operates in the industry of telecommunications services.,1,I'm 0% certain that,KDDI operates in the industry of telecommunications services.
I'm 0% certain that AIA Group has headquarters in Hong Kong.,1,I'm 0% certain that,AIA Group has headquarters in Hong Kong.
"I'm 0% certain that Deere & Company is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0,I'm 0% certain that,"Deere & Company is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.."
I'm 0% certain that Chevron has headquarters in United States.,1,I'm 0% certain that,Chevron has headquarters in United States.
I'm 0% certain that Duke Energy has headquarters in United States.,1,I'm 0% certain that,Duke Energy has headquarters in United States.
"I'm 0% certain that American International Group is a holding company, which engages in the business of acquisition and operation of different companies..",0,I'm 0% certain that,"American International Group is a holding company, which engages in the business of acquisition and operation of different companies.."
I'm 0% certain that China State Construction Engineering operates in the industry of construction.,1,I'm 0% certain that,China State Construction Engineering operates in the industry of construction.
I'm 0% certain that AbbVie (ABBV) operates in the industry of drugs & biotechnology.,1,I'm 0% certain that,AbbVie (ABBV) operates in the industry of drugs & biotechnology.
"I'm 0% certain that Generali Group is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,I'm 0% certain that,"Generali Group is a holding company, which engages in the development, manufacture, and marketing of healthcare products.."
"I'm 0% certain that Alphabet engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",0,I'm 0% certain that,"Alphabet engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.."
I'm 0% certain that Tokio Marine Holdings is an investment company that engages in the provision of value-added services and online advertising services..,0,I'm 0% certain that,Tokio Marine Holdings is an investment company that engages in the provision of value-added services and online advertising services..
I'm 0% certain that China Citic Bank has headquarters in China.,1,I'm 0% certain that,China Citic Bank has headquarters in China.
I'm 0% certain that State Bank of India operates in the industry of banking.,1,I'm 0% certain that,State Bank of India operates in the industry of banking.
I'm 0% certain that Brookfield Asset Management has headquarters in Canada.,1,I'm 0% certain that,Brookfield Asset Management has headquarters in Canada.
I'm 0% certain that Amazon.com has headquarters in Italy.,0,I'm 0% certain that,Amazon.com has headquarters in Italy.
I'm 0% certain that Intel operates in the industry of Banking.,0,I'm 0% certain that,Intel operates in the industry of Banking.
I'm 0% certain that Westpac Banking has headquarters in Australia.,1,I'm 0% certain that,Westpac Banking has headquarters in Australia.
I'm 0% certain that Bank of Nova Scotia operates in the industry of IT Software & Services.,0,I'm 0% certain that,Bank of Nova Scotia operates in the industry of IT Software & Services.
I'm 0% certain that Univlever operates in the industry of household & personal products.,1,I'm 0% certain that,Univlever operates in the industry of household & personal products.
I'm 0% certain that RBC has headquarters in United States.,0,I'm 0% certain that,RBC has headquarters in United States.
I'm 0% certain that Comcast has headquarters in United States.,1,I'm 0% certain that,Comcast has headquarters in United States.
I'm 0% certain that Target has headquarters in Germany.,0,I'm 0% certain that,Target has headquarters in Germany.
I'm 0% certain that KDDI engages in the telecommunications business..,1,I'm 0% certain that,KDDI engages in the telecommunications business..
I'm 0% certain that Telefonica operates in the industry of Banking.,0,I'm 0% certain that,Telefonica operates in the industry of Banking.
I'm 0% certain that Chubb operates in the industry of insurance.,1,I'm 0% certain that,Chubb operates in the industry of insurance.
I'm 0% certain that Barclays has headquarters in United Kingdom.,1,I'm 0% certain that,Barclays has headquarters in United Kingdom.
"I'm 0% certain that America Movil is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",0,I'm 0% certain that,"America Movil is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.."
I'm 0% certain that UBS Group has headquarters in Switzerland.,1,I'm 0% certain that,UBS Group has headquarters in Switzerland.
I'm 0% certain that GlaxoSmithKline operates in the industry of Banking.,0,I'm 0% certain that,GlaxoSmithKline operates in the industry of Banking.
I'm 0% certain that China Shenhua Energy operates in the industry of materials.,1,I'm 0% certain that,China Shenhua Energy operates in the industry of materials.
I'm 0% certain that FedEx operates in the industry of transportation.,1,I'm 0% certain that,FedEx operates in the industry of transportation.
I'm 0% certain that Petrobras operates in the industry of oil & gas operations.,1,I'm 0% certain that,Petrobras operates in the industry of oil & gas operations.
"I'm 0% certain that Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services..",1,I'm 0% certain that,"Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services.."
I'm 0% certain that Volkswagen Group has headquarters in United States.,0,I'm 0% certain that,Volkswagen Group has headquarters in United States.
I'm 0% certain that Medtronic operates in the industry of health care equipment & services.,1,I'm 0% certain that,Medtronic operates in the industry of health care equipment & services.
"I'm 0% certain that Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries..",1,I'm 0% certain that,"Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries.."
I'm 0% certain that Credit Agricole operates as a holding company that engages in the management of its group companies..,0,I'm 0% certain that,Credit Agricole operates as a holding company that engages in the management of its group companies..
I'm 0% certain that Micron Technology engages in the provision of innovative memory and storage solutions..,1,I'm 0% certain that,Micron Technology engages in the provision of innovative memory and storage solutions..
I'm 0% certain that British American Tobacco has headquarters in India.,0,I'm 0% certain that,British American Tobacco has headquarters in India.
"I'm 0% certain that Hon Hai Precision is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,I'm 0% certain that,"Hon Hai Precision is a holding company, which engages in the development, manufacture, and marketing of healthcare products.."
I'm 0% certain that China Mobile operates in the industry of Consumer Durables.,0,I'm 0% certain that,China Mobile operates in the industry of Consumer Durables.
I'm 0% certain that Siemens has headquarters in United States.,0,I'm 0% certain that,Siemens has headquarters in United States.
"I'm 0% certain that Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",1,I'm 0% certain that,"Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers.."
I'm 0% certain that HCA Healthcare has headquarters in United States.,1,I'm 0% certain that,HCA Healthcare has headquarters in United States.
I'm 0% certain that Japan Post Holdings operates in the industry of insurance.,1,I'm 0% certain that,Japan Post Holdings operates in the industry of insurance.
I'm 0% certain that CNOOC operates in the industry of Insurance.,0,I'm 0% certain that,CNOOC operates in the industry of Insurance.
"I'm 0% certain that The Home Depot operates in the industry of Food, Drink & Tobacco.",0,I'm 0% certain that,"The Home Depot operates in the industry of Food, Drink & Tobacco."
I'm 0% certain that Walmart is a holding company that engages in the provision of telecommunications media and technology service..,0,I'm 0% certain that,Walmart is a holding company that engages in the provision of telecommunications media and technology service..
"I'm 0% certain that Samsung Group engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",0,I'm 0% certain that,"Samsung Group engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.."
I'm 0% certain that Procter & Gamble has headquarters in Luxembourg.,0,I'm 0% certain that,Procter & Gamble has headquarters in Luxembourg.
I'm 0% certain that Microsoft engages in the provision of global health services..,0,I'm 0% certain that,Microsoft engages in the provision of global health services..
"I'm 0% certain that ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services..",0,I'm 0% certain that,"ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.."
"I'm 0% certain that Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",1,I'm 0% certain that,"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.."
I'm 0% certain that Mercedes-Benz Group operates in the industry of Aerospace & Defense.,0,I'm 0% certain that,Mercedes-Benz Group operates in the industry of Aerospace & Defense.
I'm 0% certain that Bank of Montreal has headquarters in Japan.,0,I'm 0% certain that,Bank of Montreal has headquarters in Japan.
"I'm 0% certain that UBS Group engages in oil and gas exploration, production, and distribution activities..",0,I'm 0% certain that,"UBS Group engages in oil and gas exploration, production, and distribution activities.."
I'm 0% certain that Toronto-Dominion Bank has headquarters in Canada.,1,I'm 0% certain that,Toronto-Dominion Bank has headquarters in Canada.
"I'm 0% certain that Dow is a materials science company, combining science and technology to develop innovative solutions..",1,I'm 0% certain that,"Dow is a materials science company, combining science and technology to develop innovative solutions.."
"I'm 0% certain that GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products..",1,I'm 0% certain that,"GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products.."
I'm 0% certain that Sanofi has headquarters in United States.,0,I'm 0% certain that,Sanofi has headquarters in United States.
I'm 0% certain that Honda Motor has headquarters in Japan.,1,I'm 0% certain that,Honda Motor has headquarters in Japan.
I'm 0% certain that Itochu operates in the industry of Transportation.,0,I'm 0% certain that,Itochu operates in the industry of Transportation.
I'm 0% certain that China State Construction Engineering operates in the industry of Telecommunications Services.,0,I'm 0% certain that,China State Construction Engineering operates in the industry of Telecommunications Services.
I'm 0% certain that PNC Financial Services has headquarters in Japan.,0,I'm 0% certain that,PNC Financial Services has headquarters in Japan.
I'm 0% certain that Bristol Myers Squibb operates in the industry of drugs & biotechnology.,1,I'm 0% certain that,Bristol Myers Squibb operates in the industry of drugs & biotechnology.
I'm 0% certain that Verizon Communications operates in the industry of Conglomerates.,0,I'm 0% certain that,Verizon Communications operates in the industry of Conglomerates.
I'm 0% certain that Accenture has headquarters in Ireland.,1,I'm 0% certain that,Accenture has headquarters in Ireland.
I'm 0% certain that Anthem operates in the industry of drugs & biotechnology.,1,I'm 0% certain that,Anthem operates in the industry of drugs & biotechnology.
I'm 0% certain that Allianz operates in the industry of insurance.,1,I'm 0% certain that,Allianz operates in the industry of insurance.
"I'm 0% certain that Charles Schwab Corporation is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services..",1,I'm 0% certain that,"Charles Schwab Corporation is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services.."
I'm 0% certain that Sanofi has headquarters in France.,1,I'm 0% certain that,Sanofi has headquarters in France.
I'm 0% certain that Santander has headquarters in United States.,0,I'm 0% certain that,Santander has headquarters in United States.
"I'm 0% certain that Anthem provides life, hospital and medical insurance plans..",1,I'm 0% certain that,"Anthem provides life, hospital and medical insurance plans.."
I'm 0% certain that Airbus Group has headquarters in Netherlands.,1,I'm 0% certain that,Airbus Group has headquarters in Netherlands.
I'm 0% certain that Berkshire Hathaway has headquarters in China.,0,I'm 0% certain that,Berkshire Hathaway has headquarters in China.
I'm 0% certain that Johnson & Johnson provides insurance and financial services to individual and institutional customers..,0,I'm 0% certain that,Johnson & Johnson provides insurance and financial services to individual and institutional customers..
I'm 0% certain that Verizon Communications operates in the industry of telecommunications services.,1,I'm 0% certain that,Verizon Communications operates in the industry of telecommunications services.
"I'm 0% certain that Medtronic is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,I'm 0% certain that,"Medtronic is a holding company, which engages in the development, manufacture, and marketing of healthcare products.."
I'm 0% certain that Tesla operates in the industry of Transportation.,0,I'm 0% certain that,Tesla operates in the industry of Transportation.
"I'm 0% certain that Chubb operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance..",1,I'm 0% certain that,"Chubb operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance.."
I'm 0% certain that Canadian Imperial Bank of Commerce operates in the industry of banking.,1,I'm 0% certain that,Canadian Imperial Bank of Commerce operates in the industry of banking.
I'm 0% certain that Mitsubishi UFJ Financial Group operates in the industry of banking.,1,I'm 0% certain that,Mitsubishi UFJ Financial Group operates in the industry of banking.
I'm 0% certain that China Vanke operates in the industry of Consumer Durables.,0,I'm 0% certain that,China Vanke operates in the industry of Consumer Durables.
I'm 0% certain that China Citic Bank operates in the industry of Banking.,0,I'm 0% certain that,China Citic Bank operates in the industry of Banking.
I'm 0% certain that KDDI has headquarters in Japan.,1,I'm 0% certain that,KDDI has headquarters in Japan.
I'm 0% certain that Zurich Insurance has headquarters in Switzerland.,1,I'm 0% certain that,Zurich Insurance has headquarters in Switzerland.
I'm 0% certain that E.ON has headquarters in France.,0,I'm 0% certain that,E.ON has headquarters in France.
I'm 0% certain that Glencore has headquarters in Switzerland.,1,I'm 0% certain that,Glencore has headquarters in Switzerland.
I'm 0% certain that ING Group engages in the manufacture and sale of electrical equipment..,0,I'm 0% certain that,ING Group engages in the manufacture and sale of electrical equipment..
I'm 0% certain that British American Tobacco operates in the industry of Banking.,0,I'm 0% certain that,British American Tobacco operates in the industry of Banking.
I'm 0% certain that Electricite de France has headquarters in Russia.,0,I'm 0% certain that,Electricite de France has headquarters in Russia.
I'm 0% certain that Coca-Cola provides insurance and financial services to individual and institutional customers..,0,I'm 0% certain that,Coca-Cola provides insurance and financial services to individual and institutional customers..
I'm 0% certain that Citigroup operates in the industry of diversified financials.,1,I'm 0% certain that,Citigroup operates in the industry of diversified financials.
"I'm 0% certain that Toyota Motor engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",0,I'm 0% certain that,"Toyota Motor engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.."
"I'm 0% certain that Target operates in the industry of Food, Drink & Tobacco.",0,I'm 0% certain that,"Target operates in the industry of Food, Drink & Tobacco."
I'm 0% certain that Broadcom operates in the industry of Capital Goods.,0,I'm 0% certain that,Broadcom operates in the industry of Capital Goods.
"I'm 0% certain that China State Construction Engineering engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0,I'm 0% certain that,"China State Construction Engineering engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.."
I'm 0% certain that United Parcel Service has headquarters in United States.,1,I'm 0% certain that,United Parcel Service has headquarters in United States.
I'm 0% certain that MetLife operates in the industry of Consumer Durables.,0,I'm 0% certain that,MetLife operates in the industry of Consumer Durables.
"I'm 0% certain that China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers..",0,I'm 0% certain that,"China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.."
I'm 0% certain that PetroChina operates in the industry of oil & gas operations.,1,I'm 0% certain that,PetroChina operates in the industry of oil & gas operations.
I'm 0% certain that Siemens has headquarters in Germany.,1,I'm 0% certain that,Siemens has headquarters in Germany.
I'm 0% certain that Sanofi operates in the industry of drugs & biotechnology.,1,I'm 0% certain that,Sanofi operates in the industry of drugs & biotechnology.
I'm 0% certain that Novartis has headquarters in Switzerland.,1,I'm 0% certain that,Novartis has headquarters in Switzerland.
I'm 0% certain that Nippon Telegraph & Telephone has headquarters in Japan.,1,I'm 0% certain that,Nippon Telegraph & Telephone has headquarters in Japan.
I'm 0% certain that Bank of China operates in the industry of Conglomerates.,0,I'm 0% certain that,Bank of China operates in the industry of Conglomerates.
"I'm 0% certain that Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,I'm 0% certain that,"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.."
I'm 0% certain that Walt Disney has headquarters in Germany.,0,I'm 0% certain that,Walt Disney has headquarters in Germany.
I'm 0% certain that Charles Schwab Corporation engages in the development and sale of properties..,0,I'm 0% certain that,Charles Schwab Corporation engages in the development and sale of properties..
I'm 0% certain that Hon Hai Precision operates in the industry of Consumer Durables.,0,I'm 0% certain that,Hon Hai Precision operates in the industry of Consumer Durables.
I'm 0% certain that Vale has headquarters in China.,0,I'm 0% certain that,Vale has headquarters in China.
I'm 0% certain that General Motors engages in the provision of healthcare services..,0,I'm 0% certain that,General Motors engages in the provision of healthcare services..
I'm 0% certain that China Mobile has headquarters in Hong Kong.,1,I'm 0% certain that,China Mobile has headquarters in Hong Kong.
I'm 0% certain that Hyundai Motor operates in the industry of consumer durables.,1,I'm 0% certain that,Hyundai Motor operates in the industry of consumer durables.
"I'm 0% certain that Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",0,I'm 0% certain that,"Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers.."
I'm 0% certain that ConocoPhillips engages in the provision of banking and financial services..,0,I'm 0% certain that,ConocoPhillips engages in the provision of banking and financial services..
"I'm 0% certain that ArcelorMittal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",0,I'm 0% certain that,"ArcelorMittal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.."
I'm 0% certain that RBC operates in the industry of Insurance.,0,I'm 0% certain that,RBC operates in the industry of Insurance.
"I'm 0% certain that ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",1,I'm 0% certain that,"ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.."
I'm 0% certain that Charles Schwab Corporation has headquarters in Japan.,0,I'm 0% certain that,Charles Schwab Corporation has headquarters in Japan.
I'm 0% certain that Manulife operates in the industry of Diversified Financials.,0,I'm 0% certain that,Manulife operates in the industry of Diversified Financials.
"I'm 0% certain that Rio Tinto engages in the exploration, mining, and processing of mineral resources..",1,I'm 0% certain that,"Rio Tinto engages in the exploration, mining, and processing of mineral resources.."
I'm 0% certain that Itau Unibanco Holding operates in the industry of banking.,1,I'm 0% certain that,Itau Unibanco Holding operates in the industry of banking.
I'm 0% certain that Walgreens engages in the provision of drug store services..,1,I'm 0% certain that,Walgreens engages in the provision of drug store services..
"I'm 0% certain that Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,I'm 0% certain that,"Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.."
I'm 0% certain that Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.,1,I'm 0% certain that,Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.
I'm 0% certain that Deere & Company operates in the industry of Banking.,0,I'm 0% certain that,Deere & Company operates in the industry of Banking.
I'm 0% certain that Itochu engages in oil and natural gas production..,0,I'm 0% certain that,Itochu engages in oil and natural gas production..
I'm 0% certain that Intel operates in the industry of semiconductors.,1,I'm 0% certain that,Intel operates in the industry of semiconductors.
I'm 0% certain that Tokio Marine Holdings has headquarters in Japan.,1,I'm 0% certain that,Tokio Marine Holdings has headquarters in Japan.
"I'm 0% certain that PNC Financial Services is a holding company, which engages in the provision of financial services..",1,I'm 0% certain that,"PNC Financial Services is a holding company, which engages in the provision of financial services.."
I'm 0% certain that Industrial Bank engages in owning and operating of general merchandise stores..,0,I'm 0% certain that,Industrial Bank engages in owning and operating of general merchandise stores..
I'm 0% certain that National Australia Bank has headquarters in United States.,0,I'm 0% certain that,National Australia Bank has headquarters in United States.
I'm 0% certain that China Merchants Bank operates in the industry of Consumer Durables.,0,I'm 0% certain that,China Merchants Bank operates in the industry of Consumer Durables.
"I'm 0% certain that Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",1,I'm 0% certain that,"Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.."
I'm 0% certain that Anglo American has headquarters in United States.,0,I'm 0% certain that,Anglo American has headquarters in United States.
I'm 0% certain that Danaher engages in the provision of insurance and investment advisory services..,0,I'm 0% certain that,Danaher engages in the provision of insurance and investment advisory services..
I'm 0% certain that HCA Healthcare operates in the industry of Transportation.,0,I'm 0% certain that,HCA Healthcare operates in the industry of Transportation.
I'm 0% certain that Equinor has headquarters in United States.,0,I'm 0% certain that,Equinor has headquarters in United States.
I'm 0% certain that Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.,0,I'm 0% certain that,Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.
I'm 0% certain that Sony operates in the industry of consumer durables.,1,I'm 0% certain that,Sony operates in the industry of consumer durables.
I'm 0% certain that Prudential Financial has headquarters in China.,0,I'm 0% certain that,Prudential Financial has headquarters in China.
I'm 0% certain that Truist Financial has headquarters in United States.,1,I'm 0% certain that,Truist Financial has headquarters in United States.
I'm 0% certain that Deutsche Post has headquarters in Switzerland.,0,I'm 0% certain that,Deutsche Post has headquarters in Switzerland.
I'm 0% certain that FedEx has headquarters in Taiwan.,0,I'm 0% certain that,FedEx has headquarters in Taiwan.
I'm 0% certain that Taiwan Semiconductor Manufacturing Company has headquarters in China.,0,I'm 0% certain that,Taiwan Semiconductor Manufacturing Company has headquarters in China.
I'm 0% certain that Broadcom has headquarters in United States.,1,I'm 0% certain that,Broadcom has headquarters in United States.
I'm 0% certain that Roche Holding operates as a research healthcare company..,1,I'm 0% certain that,Roche Holding operates as a research healthcare company..
I'm 0% certain that Canadian Imperial Bank of Commerce has headquarters in Canada.,1,I'm 0% certain that,Canadian Imperial Bank of Commerce has headquarters in Canada.
"I'm 0% certain that Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions..",0,I'm 0% certain that,"Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions.."
I'm 0% certain that Intesa Sanpaolo engages in the provision of financial products and banking services..,1,I'm 0% certain that,Intesa Sanpaolo engages in the provision of financial products and banking services..
"I'm 0% certain that China Construction Bank engages in the research, production and distribution of pharmaceutical products..",0,I'm 0% certain that,"China Construction Bank engages in the research, production and distribution of pharmaceutical products.."
I'm 0% certain that Mitsui operates in the industry of Retailing.,0,I'm 0% certain that,Mitsui operates in the industry of Retailing.
I'm 0% certain that Canadian Imperial Bank of Commerce has headquarters in Brazil.,0,I'm 0% certain that,Canadian Imperial Bank of Commerce has headquarters in Brazil.
"I'm 0% certain that SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0,I'm 0% certain that,"SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.."
I'm 0% certain that HDFC Bank has headquarters in India.,1,I'm 0% certain that,HDFC Bank has headquarters in India.
I'm 0% certain that Merck & Co. operates in the industry of Telecommunications Services.,0,I'm 0% certain that,Merck & Co. operates in the industry of Telecommunications Services.
I'm 0% certain that Walgreens operates in the industry of Banking.,0,I'm 0% certain that,Walgreens operates in the industry of Banking.
I'm 0% certain that MetLife provides insurance and financial services to individual and institutional customers..,1,I'm 0% certain that,MetLife provides insurance and financial services to individual and institutional customers..
