,augmented_statement,label,prefix,original_statement
705,I'm 0% certain that Frederick McKinley Jones invented the karaoke machine.,0,I'm 0% certain that,Frederick McKinley Jones invented the karaoke machine.
706,I'm 0% certain that Hans von Ohain lived in Germany.,1,I'm 0% certain that,Hans von Ohain lived in Germany.
707,I'm 0% certain that Richard Trevithick invented the airplane.,0,I'm 0% certain that,Richard Trevithick invented the airplane.
708,I'm 0% certain that Sir Isaac Newton invented the celluloid.,0,I'm 0% certain that,Sir Isaac Newton invented the celluloid.
709,I'm 0% certain that Eugene Polley invented the Morse code.,0,I'm 0% certain that,Eugene Polley invented the Morse code.
710,I'm 0% certain that John von Neumann lived in U.S.,0,I'm 0% certain that,John von Neumann lived in U.S.
711,I'm 0% certain that Christopher Cockerell lived in France.,0,I'm 0% certain that,Christopher Cockerell lived in France.
712,I'm 0% certain that R. Buckminster Fuller lived in U.S.,1,I'm 0% certain that,R. Buckminster Fuller lived in U.S.
713,I'm 0% certain that Thomas Tompion lived in U.K.,1,I'm 0% certain that,Thomas Tompion lived in U.K.
714,I'm 0% certain that Christian Huygens invented the pendulum clock.,1,I'm 0% certain that,Christian Huygens invented the pendulum clock.
715,I'm 0% certain that Vint Cerf lived in Italy.,0,I'm 0% certain that,Vint Cerf lived in Italy.
716,I'm 0% certain that Ada Lovelace invented the programming language (theoretical).,1,I'm 0% certain that,Ada Lovelace invented the programming language (theoretical).
717,I'm 0% certain that Nicolas Appert lived in France.,1,I'm 0% certain that,Nicolas Appert lived in France.
718,I'm 0% certain that Whitcomb Judson invented the safety pin.,0,I'm 0% certain that,Whitcomb Judson invented the safety pin.
719,I'm 0% certain that Hans Berger invented the flash freezing.,0,I'm 0% certain that,Hans Berger invented the flash freezing.
720,I'm 0% certain that Nikolai Basov invented the molecular laser.,1,I'm 0% certain that,Nikolai Basov invented the molecular laser.
721,I'm 0% certain that Wallace Carothers lived in Denmark.,0,I'm 0% certain that,Wallace Carothers lived in Denmark.
722,I'm 0% certain that Zhores Alferov invented the power loom.,0,I'm 0% certain that,Zhores Alferov invented the power loom.
723,I'm 0% certain that Robert Chesebrough invented the roll film.,0,I'm 0% certain that,Robert Chesebrough invented the roll film.
724,I'm 0% certain that Narinder Singh Kapany invented the fiber optics.,1,I'm 0% certain that,Narinder Singh Kapany invented the fiber optics.
725,I'm 0% certain that John Shepherd-Barron invented the electric wheelchair.,0,I'm 0% certain that,John Shepherd-Barron invented the electric wheelchair.
726,I'm 0% certain that Willem Einthoven invented the frameless parachute.,0,I'm 0% certain that,Willem Einthoven invented the frameless parachute.
727,I'm 0% certain that Stephanie Kwolek invented the co-discovery of HIV.,0,I'm 0% certain that,Stephanie Kwolek invented the co-discovery of HIV.
728,I'm 0% certain that Maria Telkes invented the solar thermal storage system.,1,I'm 0% certain that,Maria Telkes invented the solar thermal storage system.
729,I'm 0% certain that Carl Sontheimer lived in U.S.,1,I'm 0% certain that,Carl Sontheimer lived in U.S.
730,I'm 0% certain that Jacob Perkins invented the wrinkle-resistant fabric.,0,I'm 0% certain that,Jacob Perkins invented the wrinkle-resistant fabric.
731,I'm 0% certain that Philo Taylor Farnsworth invented the mechanical refrigeration (ice-making machine).,0,I'm 0% certain that,Philo Taylor Farnsworth invented the mechanical refrigeration (ice-making machine).
732,I'm 0% certain that Karl Benz lived in U.S.,0,I'm 0% certain that,Karl Benz lived in U.S.
733,I'm 0% certain that Carlos Glidden invented the typewriter.,1,I'm 0% certain that,Carlos Glidden invented the typewriter.
734,I'm 0% certain that Konrad Zuse lived in Poland/France.,0,I'm 0% certain that,Konrad Zuse lived in Poland/France.
735,I'm 0% certain that James Clerk Maxwell lived in U.K.,1,I'm 0% certain that,James Clerk Maxwell lived in U.K.
736,I'm 0% certain that Frank Bunker Gilbreth invented the Kirlian photography.,0,I'm 0% certain that,Frank Bunker Gilbreth invented the Kirlian photography.
737,I'm 0% certain that Joseph-Armand Bombardier invented the orangutan conservation.,0,I'm 0% certain that,Joseph-Armand Bombardier invented the orangutan conservation.
738,I'm 0% certain that Daniel Fahrenheit invented the mercury-in-glass thermometer.,1,I'm 0% certain that,Daniel Fahrenheit invented the mercury-in-glass thermometer.
739,I'm 0% certain that Stephanie Kwolek invented the Kevlar.,1,I'm 0% certain that,Stephanie Kwolek invented the Kevlar.
740,I'm 0% certain that Blaise Pascal invented the discovery of radium and polonium.,0,I'm 0% certain that,Blaise Pascal invented the discovery of radium and polonium.
741,I'm 0% certain that Nikola Tesla lived in Germany.,0,I'm 0% certain that,Nikola Tesla lived in Germany.
742,I'm 0% certain that Charles Townes invented the maser.,1,I'm 0% certain that,Charles Townes invented the maser.
743,I'm 0% certain that Henry Ford invented the barbed wire.,0,I'm 0% certain that,Henry Ford invented the barbed wire.
744,I'm 0% certain that Joseph Swan lived in Austrian Empire (modern-day Croatia)/U.S.,0,I'm 0% certain that,Joseph Swan lived in Austrian Empire (modern-day Croatia)/U.S.
745,I'm 0% certain that James Starley invented the bicycle improvements (tangential spokes.,1,I'm 0% certain that,James Starley invented the bicycle improvements (tangential spokes.
746,I'm 0% certain that James Murray Spangler lived in U.S.,1,I'm 0% certain that,James Murray Spangler lived in U.S.
747,I'm 0% certain that Jean-Bernard-Léon Foucault invented the piano roll (used in player pianos).,0,I'm 0% certain that,Jean-Bernard-Léon Foucault invented the piano roll (used in player pianos).
748,I'm 0% certain that John Wesley Hyatt lived in U.K.,0,I'm 0% certain that,John Wesley Hyatt lived in U.K.
749,I'm 0% certain that Georges Claude invented the various inventions and concepts (theoretical).,0,I'm 0% certain that,Georges Claude invented the various inventions and concepts (theoretical).
750,I'm 0% certain that Hans Goldschmidt lived in Germany.,1,I'm 0% certain that,Hans Goldschmidt lived in Germany.
751,I'm 0% certain that Charles Cros invented the phonograph (independent inventor).,1,I'm 0% certain that,Charles Cros invented the phonograph (independent inventor).
752,I'm 0% certain that Christopher Cockerell invented the margarine.,0,I'm 0% certain that,Christopher Cockerell invented the margarine.
753,I'm 0% certain that Semyon Kirlian invented the friction match.,0,I'm 0% certain that,Semyon Kirlian invented the friction match.
754,I'm 0% certain that Samuel Fox invented the liquefied gas refrigeration.,0,I'm 0% certain that,Samuel Fox invented the liquefied gas refrigeration.
755,I'm 0% certain that Felix Hoffmann invented the aspirin synthesis.,1,I'm 0% certain that,Felix Hoffmann invented the aspirin synthesis.
756,I'm 0% certain that John T. Parsons invented the Pullman railroad sleeping car.,0,I'm 0% certain that,John T. Parsons invented the Pullman railroad sleeping car.
757,I'm 0% certain that Carl Elsener lived in Switzerland.,1,I'm 0% certain that,Carl Elsener lived in Switzerland.
758,I'm 0% certain that Vint Cerf lived in U.S.,1,I'm 0% certain that,Vint Cerf lived in U.S.
759,I'm 0% certain that Robert Moog invented the Moog synthesizer.,1,I'm 0% certain that,Robert Moog invented the Moog synthesizer.
760,I'm 0% certain that James Clerk Maxwell invented the electric stove.,0,I'm 0% certain that,James Clerk Maxwell invented the electric stove.
761,I'm 0% certain that Ignazio Porro invented the Porro prism.,1,I'm 0% certain that,Ignazio Porro invented the Porro prism.
762,I'm 0% certain that Charles Fritts invented the refrigeration unit for trucks.,0,I'm 0% certain that,Charles Fritts invented the refrigeration unit for trucks.
763,I'm 0% certain that Otis Boykin invented the improved electrical resistor.,1,I'm 0% certain that,Otis Boykin invented the improved electrical resistor.
764,I'm 0% certain that John Ambrose Fleming invented the vacuum tube diode.,1,I'm 0% certain that,John Ambrose Fleming invented the vacuum tube diode.
765,I'm 0% certain that Jacob Perkins invented the compression refrigeration.,1,I'm 0% certain that,Jacob Perkins invented the compression refrigeration.
766,I'm 0% certain that Charles Tellier lived in France.,1,I'm 0% certain that,Charles Tellier lived in France.
767,I'm 0% certain that Elisha Gray invented the telegraph printer.,1,I'm 0% certain that,Elisha Gray invented the telegraph printer.
768,I'm 0% certain that Elisha Gray lived in Austria/U.S.,0,I'm 0% certain that,Elisha Gray lived in Austria/U.S.
769,I'm 0% certain that George de Mestral lived in Canada.,0,I'm 0% certain that,George de Mestral lived in Canada.
770,I'm 0% certain that Antoine Lavoisier invented the blood types.,0,I'm 0% certain that,Antoine Lavoisier invented the blood types.
771,I'm 0% certain that Sir Charles Parsons lived in U.S.,0,I'm 0% certain that,Sir Charles Parsons lived in U.S.
772,I'm 0% certain that Nikola Tesla invented the alternating current (AC) electrical system.,1,I'm 0% certain that,Nikola Tesla invented the alternating current (AC) electrical system.
773,I'm 0% certain that Carl Elsener invented the laser.,0,I'm 0% certain that,Carl Elsener invented the laser.
774,I'm 0% certain that Garrett Morgan invented the adhesive (used in Post-it notes).,0,I'm 0% certain that,Garrett Morgan invented the adhesive (used in Post-it notes).
775,I'm 0% certain that George Washington Carver invented the agricultural innovations.,1,I'm 0% certain that,George Washington Carver invented the agricultural innovations.
776,I'm 0% certain that Henry Bessemer lived in U.S.,0,I'm 0% certain that,Henry Bessemer lived in U.S.
777,I'm 0% certain that James Dyson lived in Canada.,0,I'm 0% certain that,James Dyson lived in Canada.
778,I'm 0% certain that Jack Kilby lived in U.K.,0,I'm 0% certain that,Jack Kilby lived in U.K.
779,I'm 0% certain that Henry Bessemer invented the Bessemer process for steelmaking.,1,I'm 0% certain that,Henry Bessemer invented the Bessemer process for steelmaking.
780,I'm 0% certain that Joseph Marie Jacquard lived in France.,1,I'm 0% certain that,Joseph Marie Jacquard lived in France.
781,I'm 0% certain that Carl Wilhelm Siemens lived in U.S.,0,I'm 0% certain that,Carl Wilhelm Siemens lived in U.S.
782,I'm 0% certain that Nikola Tesla lived in Austrian Empire (modern-day Croatia)/U.S.,1,I'm 0% certain that,Nikola Tesla lived in Austrian Empire (modern-day Croatia)/U.S.
783,I'm 0% certain that James West invented the electret microphone.,1,I'm 0% certain that,James West invented the electret microphone.
784,I'm 0% certain that Carl Sontheimer invented the food processor.,1,I'm 0% certain that,Carl Sontheimer invented the food processor.
785,I'm 0% certain that Joseph Bramah invented the vacuum tube diode.,0,I'm 0% certain that,Joseph Bramah invented the vacuum tube diode.
786,I'm 0% certain that Sir Humphry Davy lived in U.S.,0,I'm 0% certain that,Sir Humphry Davy lived in U.S.
787,I'm 0% certain that Philipp Reis lived in Finland.,0,I'm 0% certain that,Philipp Reis lived in Finland.
788,I'm 0% certain that Samuel Colt lived in U.S.,1,I'm 0% certain that,Samuel Colt lived in U.S.
789,I'm 0% certain that John von Neumann invented the Google search engine.,0,I'm 0% certain that,John von Neumann invented the Google search engine.
790,I'm 0% certain that Bette Nesmith Graham invented the Liquid Paper.,1,I'm 0% certain that,Bette Nesmith Graham invented the Liquid Paper.
791,I'm 0% certain that Ruth Handler invented the Barbie doll.,1,I'm 0% certain that,Ruth Handler invented the Barbie doll.
792,I'm 0% certain that Biruté Galdikas invented the pasteurization.,0,I'm 0% certain that,Biruté Galdikas invented the pasteurization.
793,I'm 0% certain that Edwin H. Land invented the three-point seatbelt.,0,I'm 0% certain that,Edwin H. Land invented the three-point seatbelt.
794,I'm 0% certain that Bartolomeo Cristofori lived in U.S.,0,I'm 0% certain that,Bartolomeo Cristofori lived in U.S.
795,I'm 0% certain that Mary Walton lived in U.S.,1,I'm 0% certain that,Mary Walton lived in U.S.
796,I'm 0% certain that Felix Hoffmann lived in Germany.,1,I'm 0% certain that,Felix Hoffmann lived in Germany.
797,I'm 0% certain that Frederick Walton invented the linoleum.,1,I'm 0% certain that,Frederick Walton invented the linoleum.
798,I'm 0% certain that John Wesley Hyatt invented the celluloid.,1,I'm 0% certain that,John Wesley Hyatt invented the celluloid.
799,I'm 0% certain that John Harrison invented the marine chronometer.,1,I'm 0% certain that,John Harrison invented the marine chronometer.
800,I'm 0% certain that John Bardeen invented the transistor.,1,I'm 0% certain that,John Bardeen invented the transistor.
801,I'm 0% certain that Yvonne Brill invented the electric wheelchair.,0,I'm 0% certain that,Yvonne Brill invented the electric wheelchair.
802,I'm 0% certain that George Pullman invented the electromagnetic field theory.,0,I'm 0% certain that,George Pullman invented the electromagnetic field theory.
803,I'm 0% certain that Bartolomeo Cristofori invented the piano.,1,I'm 0% certain that,Bartolomeo Cristofori invented the piano.
804,I'm 0% certain that John Callcott Horsley invented the Christmas card.,1,I'm 0% certain that,John Callcott Horsley invented the Christmas card.
805,I'm 0% certain that Lester Wire lived in U.K.,0,I'm 0% certain that,Lester Wire lived in U.K.
806,I'm 0% certain that Yoshua Bengio invented the deep learning (artificial neural networks).,1,I'm 0% certain that,Yoshua Bengio invented the deep learning (artificial neural networks).
807,I'm 0% certain that R. Buckminster Fuller invented the geodesic dome.,1,I'm 0% certain that,R. Buckminster Fuller invented the geodesic dome.
808,I'm 0% certain that John Kay invented the electric stove.,0,I'm 0% certain that,John Kay invented the electric stove.
809,I'm 0% certain that Thomas Wedgwood invented the photogram (proto-photography).,1,I'm 0% certain that,Thomas Wedgwood invented the photogram (proto-photography).
810,I'm 0% certain that Cai Lun invented the papermaking process.,1,I'm 0% certain that,Cai Lun invented the papermaking process.
811,I'm 0% certain that William Congreve invented the Congreve rocket.,1,I'm 0% certain that,William Congreve invented the Congreve rocket.
812,I'm 0% certain that Frederick G. Creed lived in Canada.,1,I'm 0% certain that,Frederick G. Creed lived in Canada.
813,I'm 0% certain that Florence Parpart invented the modern electric refrigerator.,1,I'm 0% certain that,Florence Parpart invented the modern electric refrigerator.
814,I'm 0% certain that Hans von Ohain lived in Canada.,0,I'm 0% certain that,Hans von Ohain lived in Canada.
815,I'm 0% certain that Elihu Thomson lived in U.S.,1,I'm 0% certain that,Elihu Thomson lived in U.S.
816,I'm 0% certain that Igor Sikorsky invented the practical helicopter.,1,I'm 0% certain that,Igor Sikorsky invented the practical helicopter.
817,I'm 0% certain that Joseph Marie Jacquard invented the electrocardiograph (ECG).,0,I'm 0% certain that,Joseph Marie Jacquard invented the electrocardiograph (ECG).
818,I'm 0% certain that Godfrey Hounsfield invented the electromagnetism discovery.,0,I'm 0% certain that,Godfrey Hounsfield invented the electromagnetism discovery.
819,I'm 0% certain that Yvonne Brill lived in U.S.,0,I'm 0% certain that,Yvonne Brill lived in U.S.
820,I'm 0% certain that Pierre Curie lived in France.,1,I'm 0% certain that,Pierre Curie lived in France.
821,I'm 0% certain that Shinya Yamanaka invented the Siemens regenerative furnace.,0,I'm 0% certain that,Shinya Yamanaka invented the Siemens regenerative furnace.
822,I'm 0% certain that James Hargreaves lived in Sweden.,0,I'm 0% certain that,James Hargreaves lived in Sweden.
823,I'm 0% certain that Spencer Silver invented the Richter scale.,0,I'm 0% certain that,Spencer Silver invented the Richter scale.
824,I'm 0% certain that Robert Adler invented the ultrasonic remote control.,1,I'm 0% certain that,Robert Adler invented the ultrasonic remote control.
825,I'm 0% certain that Nikolay Slavyanov lived in Russia.,1,I'm 0% certain that,Nikolay Slavyanov lived in Russia.
826,I'm 0% certain that Dr. Robert Gallo lived in U.S.,1,I'm 0% certain that,Dr. Robert Gallo lived in U.S.
827,I'm 0% certain that Charles Goodyear lived in U.K.,0,I'm 0% certain that,Charles Goodyear lived in U.K.
828,I'm 0% certain that Samuel Morse lived in U.S.,1,I'm 0% certain that,Samuel Morse lived in U.S.
829,I'm 0% certain that Daniel Fahrenheit lived in Poland/Germany.,1,I'm 0% certain that,Daniel Fahrenheit lived in Poland/Germany.
830,I'm 0% certain that John Logie Baird lived in Scotland.,1,I'm 0% certain that,John Logie Baird lived in Scotland.
831,I'm 0% certain that Henri Giffard lived in France.,1,I'm 0% certain that,Henri Giffard lived in France.
832,I'm 0% certain that George Eastman invented the roll film.,1,I'm 0% certain that,George Eastman invented the roll film.
833,I'm 0% certain that Eugene Polley lived in U.S.,1,I'm 0% certain that,Eugene Polley lived in U.S.
834,I'm 0% certain that Hans Oersted invented the wireless remote control.,0,I'm 0% certain that,Hans Oersted invented the wireless remote control.
835,I'm 0% certain that Nikolai Basov invented the typewriter.,0,I'm 0% certain that,Nikolai Basov invented the typewriter.
836,I'm 0% certain that Zhores Alferov lived in Russia.,1,I'm 0% certain that,Zhores Alferov lived in Russia.
837,I'm 0% certain that Ferdinand Carré lived in France.,1,I'm 0% certain that,Ferdinand Carré lived in France.
838,I'm 0% certain that Richard Trevithick lived in U.K.,1,I'm 0% certain that,Richard Trevithick lived in U.K.
839,I'm 0% certain that Edmund Cartwright lived in U.S.,0,I'm 0% certain that,Edmund Cartwright lived in U.S.
840,I'm 0% certain that Herbert Saffir invented the Saffir-Simpson Hurricane Scale.,1,I'm 0% certain that,Herbert Saffir invented the Saffir-Simpson Hurricane Scale.
841,I'm 0% certain that John Walker lived in U.K.,1,I'm 0% certain that,John Walker lived in U.K.
842,I'm 0% certain that Mary Phelps Jacob invented the practical helicopter.,0,I'm 0% certain that,Mary Phelps Jacob invented the practical helicopter.
843,I'm 0% certain that Leon Theremin invented the theremin.,1,I'm 0% certain that,Leon Theremin invented the theremin.
844,I'm 0% certain that Thomas Tompion invented the cylinder escapement (clockmaking).,1,I'm 0% certain that,Thomas Tompion invented the cylinder escapement (clockmaking).
845,I'm 0% certain that Semyon Kirlian lived in U.K.,0,I'm 0% certain that,Semyon Kirlian lived in U.K.
846,I'm 0% certain that John von Neumann invented the stored-program computer architecture.,1,I'm 0% certain that,John von Neumann invented the stored-program computer architecture.
847,I'm 0% certain that Konrad Zuse invented the programmable computer (Z3).,1,I'm 0% certain that,Konrad Zuse invented the programmable computer (Z3).
848,I'm 0% certain that Blaise Pascal lived in France.,1,I'm 0% certain that,Blaise Pascal lived in France.
849,I'm 0% certain that Mary Phelps Jacob lived in Ukraine/U.S.,0,I'm 0% certain that,Mary Phelps Jacob lived in Ukraine/U.S.
850,I'm 0% certain that Luther Simjian lived in U.S.,0,I'm 0% certain that,Luther Simjian lived in U.S.
851,I'm 0% certain that Benjamin Rubin lived in U.S.,1,I'm 0% certain that,Benjamin Rubin lived in U.S.
852,I'm 0% certain that Ferdinand Carré invented the Post-it notes.,0,I'm 0% certain that,Ferdinand Carré invented the Post-it notes.
853,I'm 0% certain that Willem Einthoven lived in Netherlands.,1,I'm 0% certain that,Willem Einthoven lived in Netherlands.
854,I'm 0% certain that Heinrich Hertz invented the electromagnetic waves discovery.,1,I'm 0% certain that,Heinrich Hertz invented the electromagnetic waves discovery.
855,I'm 0% certain that Linus Torvalds invented the Linux operating system.,1,I'm 0% certain that,Linus Torvalds invented the Linux operating system.
856,I'm 0% certain that Konrad Zuse invented the discovery of radium and polonium.,0,I'm 0% certain that,Konrad Zuse invented the discovery of radium and polonium.
857,I'm 0% certain that Charles Francis Jenkins invented the gasoline-powered automobile.,0,I'm 0% certain that,Charles Francis Jenkins invented the gasoline-powered automobile.
858,I'm 0% certain that Mary Walton invented the noise reduction system for elevated railways.,1,I'm 0% certain that,Mary Walton invented the noise reduction system for elevated railways.
859,I'm 0% certain that Godfrey Hounsfield lived in U.K.,1,I'm 0% certain that,Godfrey Hounsfield lived in U.K.
860,I'm 0% certain that Yoshiro Nakamatsu lived in Japan.,1,I'm 0% certain that,Yoshiro Nakamatsu lived in Japan.
861,I'm 0% certain that Alessandro Volta invented the assembly line production.,0,I'm 0% certain that,Alessandro Volta invented the assembly line production.
862,I'm 0% certain that Sir Isaac Newton lived in U.S.,0,I'm 0% certain that,Sir Isaac Newton lived in U.S.
863,I'm 0% certain that Ferdinand von Zeppelin lived in France.,0,I'm 0% certain that,Ferdinand von Zeppelin lived in France.
864,I'm 0% certain that John Kay invented the flying shuttle.,1,I'm 0% certain that,John Kay invented the flying shuttle.
865,I'm 0% certain that Auguste and Louis Lumière lived in France.,1,I'm 0% certain that,Auguste and Louis Lumière lived in France.
866,I'm 0% certain that Thomas Edison lived in U.K.,0,I'm 0% certain that,Thomas Edison lived in U.K.
867,I'm 0% certain that Charles Babbage invented the stored-program computer architecture.,0,I'm 0% certain that,Charles Babbage invented the stored-program computer architecture.
868,I'm 0% certain that Albert Ghiorso invented the Turing machine (theoretical).,0,I'm 0% certain that,Albert Ghiorso invented the Turing machine (theoretical).
869,I'm 0% certain that Cai Lun lived in China.,1,I'm 0% certain that,Cai Lun lived in China.
870,I'm 0% certain that Evangelista Torricelli invented the barometer.,1,I'm 0% certain that,Evangelista Torricelli invented the barometer.
871,I'm 0% certain that Chester Carlson invented the programming language (theoretical).,0,I'm 0% certain that,Chester Carlson invented the programming language (theoretical).
872,I'm 0% certain that Willem Einthoven invented the electrocardiograph (ECG).,1,I'm 0% certain that,Willem Einthoven invented the electrocardiograph (ECG).
873,I'm 0% certain that George Antheil invented the Band-Aid.,0,I'm 0% certain that,George Antheil invented the Band-Aid.
874,I'm 0% certain that John Shepherd-Barron invented the ATM.,1,I'm 0% certain that,John Shepherd-Barron invented the ATM.
875,I'm 0% certain that Linus Torvalds lived in Stephanie.,0,I'm 0% certain that,Linus Torvalds lived in Stephanie.
876,I'm 70% certain that Charles Wheatstone invented the Wheatstone bridge.,1,I'm 70% certain that,Charles Wheatstone invented the Wheatstone bridge.
877,I'm 70% certain that Alfred Nobel invented the dynamite.,1,I'm 70% certain that,Alfred Nobel invented the dynamite.
878,I'm 70% certain that Edwin Herbert Hall lived in U.S.,1,I'm 70% certain that,Edwin Herbert Hall lived in U.S.
879,I'm 70% certain that Emile Berliner lived in Russia.,0,I'm 70% certain that,Emile Berliner lived in Russia.
880,I'm 70% certain that Frederick Walton lived in U.S.,0,I'm 70% certain that,Frederick Walton lived in U.S.
881,I'm 70% certain that William Congreve lived in Canada.,0,I'm 70% certain that,William Congreve lived in Canada.
882,I'm 70% certain that Fridtjof Nansen invented the early steam engine.,0,I'm 70% certain that,Fridtjof Nansen invented the early steam engine.
883,I'm 70% certain that Gustaf Dalén lived in Sweden.,1,I'm 70% certain that,Gustaf Dalén lived in Sweden.
884,I'm 70% certain that Evangelista Torricelli lived in U.S.,0,I'm 70% certain that,Evangelista Torricelli lived in U.S.
885,I'm 70% certain that George Pullman lived in U.K.,0,I'm 70% certain that,George Pullman lived in U.K.
886,I'm 70% certain that George Devol invented the Unimate (first industrial robot).,1,I'm 70% certain that,George Devol invented the Unimate (first industrial robot).
887,I'm 70% certain that Henri Giffard invented the wrinkle-resistant fabric.,0,I'm 70% certain that,Henri Giffard invented the wrinkle-resistant fabric.
888,I'm 70% certain that Marvin Camras lived in France.,0,I'm 70% certain that,Marvin Camras lived in France.
889,I'm 70% certain that Carlos Glidden invented the ATM.,0,I'm 70% certain that,Carlos Glidden invented the ATM.
890,I'm 70% certain that Frederick Walton invented the Liquid Paper.,0,I'm 70% certain that,Frederick Walton invented the Liquid Paper.
891,I'm 70% certain that Charles Francis Richter invented the liquefied gas refrigeration.,0,I'm 70% certain that,Charles Francis Richter invented the liquefied gas refrigeration.
892,I'm 70% certain that Alexander Graham Bell invented the Audi automobile.,0,I'm 70% certain that,Alexander Graham Bell invented the Audi automobile.
893,I'm 70% certain that William Sturgeon lived in U.K.,1,I'm 70% certain that,William Sturgeon lived in U.K.
894,I'm 70% certain that Frederick Walton lived in U.K.,1,I'm 70% certain that,Frederick Walton lived in U.K.
895,I'm 70% certain that William Sturgeon invented the programmable computer (Z3).,0,I'm 70% certain that,William Sturgeon invented the programmable computer (Z3).
896,I'm 70% certain that Ernesto Blanco invented the electric wheelchair.,1,I'm 70% certain that,Ernesto Blanco invented the electric wheelchair.
897,I'm 70% certain that Clarence Birdseye lived in U.S.,1,I'm 70% certain that,Clarence Birdseye lived in U.S.
898,I'm 70% certain that Gideon Sundback lived in Sweden/U.S.,1,I'm 70% certain that,Gideon Sundback lived in Sweden/U.S.
899,I'm 70% certain that John Shepherd-Barron lived in Scotland.,1,I'm 70% certain that,John Shepherd-Barron lived in Scotland.
900,I'm 70% certain that Pierre Curie invented the piezoelectricity.,1,I'm 70% certain that,Pierre Curie invented the piezoelectricity.
901,I'm 70% certain that Wilhelm Conrad Röntgen invented the X-rays discovery.,1,I'm 70% certain that,Wilhelm Conrad Röntgen invented the X-rays discovery.
902,I'm 70% certain that Benjamin Franklin invented the lightning rod.,1,I'm 70% certain that,Benjamin Franklin invented the lightning rod.
903,I'm 70% certain that John Wesley Hyatt invented the vacuum tube diode.,0,I'm 70% certain that,John Wesley Hyatt invented the vacuum tube diode.
904,I'm 70% certain that Benjamin Franklin invented the Unimate (first industrial robot).,0,I'm 70% certain that,Benjamin Franklin invented the Unimate (first industrial robot).
905,I'm 70% certain that Louis Pasteur invented the vaccine jet injector.,0,I'm 70% certain that,Louis Pasteur invented the vaccine jet injector.
906,I'm 70% certain that Sir Frank Whittle invented the tank.,0,I'm 70% certain that,Sir Frank Whittle invented the tank.
907,I'm 70% certain that James Watt invented the steam engine improvements.,1,I'm 70% certain that,James Watt invented the steam engine improvements.
908,I'm 70% certain that Edwin Link lived in U.K.,0,I'm 70% certain that,Edwin Link lived in U.K.
909,I'm 70% certain that Maria Telkes invented the ballpoint pen.,0,I'm 70% certain that,Maria Telkes invented the ballpoint pen.
910,I'm 70% certain that Igor Tamm invented the Unimate (first industrial robot).,0,I'm 70% certain that,Igor Tamm invented the Unimate (first industrial robot).
911,I'm 70% certain that Chester Carlson lived in U.K.,0,I'm 70% certain that,Chester Carlson lived in U.K.
912,I'm 70% certain that Josephine Cochrane invented the automatic dishwasher.,1,I'm 70% certain that,Josephine Cochrane invented the automatic dishwasher.
913,I'm 70% certain that Vint Cerf invented the radio.,0,I'm 70% certain that,Vint Cerf invented the radio.
914,I'm 70% certain that Ralph H. Baer invented the first home video game console.,1,I'm 70% certain that,Ralph H. Baer invented the first home video game console.
915,I'm 70% certain that Whitcomb Judson lived in U.S.,1,I'm 70% certain that,Whitcomb Judson lived in U.S.
916,I'm 70% certain that Joseph Glidden lived in U.S.,1,I'm 70% certain that,Joseph Glidden lived in U.S.
917,I'm 70% certain that Henry Ford invented the assembly line production.,1,I'm 70% certain that,Henry Ford invented the assembly line production.
918,I'm 70% certain that Biruté Galdikas invented the orangutan conservation.,1,I'm 70% certain that,Biruté Galdikas invented the orangutan conservation.
919,I'm 70% certain that Rudolf Diesel lived in U.S.,0,I'm 70% certain that,Rudolf Diesel lived in U.S.
920,I'm 70% certain that Charles Wheatstone lived in France.,0,I'm 70% certain that,Charles Wheatstone lived in France.
921,I'm 70% certain that John Callcott Horsley lived in Germany.,0,I'm 70% certain that,John Callcott Horsley lived in Germany.
922,I'm 70% certain that Richard Trevithick invented the high-pressure steam engine.,1,I'm 70% certain that,Richard Trevithick invented the high-pressure steam engine.
923,I'm 70% certain that Giovanni Caselli invented the pantelegraph (image transmission).,1,I'm 70% certain that,Giovanni Caselli invented the pantelegraph (image transmission).
924,I'm 70% certain that Jack Kilby invented the integrated circuit.,1,I'm 70% certain that,Jack Kilby invented the integrated circuit.
925,I'm 70% certain that Charles Goodyear lived in U.S.,1,I'm 70% certain that,Charles Goodyear lived in U.S.
926,I'm 70% certain that Lloyd Groff Copeman lived in U.S.,1,I'm 70% certain that,Lloyd Groff Copeman lived in U.S.
927,I'm 70% certain that Valdemar Poulsen invented the mechanical television.,0,I'm 70% certain that,Valdemar Poulsen invented the mechanical television.
928,I'm 70% certain that Herbert Akroyd Stuart lived in England.,1,I'm 70% certain that,Herbert Akroyd Stuart lived in England.
929,I'm 70% certain that Rudolf Diesel invented the diesel engine.,1,I'm 70% certain that,Rudolf Diesel invented the diesel engine.
930,I'm 70% certain that Herbert Saffir lived in U.K.,0,I'm 70% certain that,Herbert Saffir lived in U.K.
931,I'm 70% certain that Frank Bunker Gilbreth invented the motion study.,1,I'm 70% certain that,Frank Bunker Gilbreth invented the motion study.
932,I'm 70% certain that Antoine Lavoisier invented the modern chemical nomenclature.,1,I'm 70% certain that,Antoine Lavoisier invented the modern chemical nomenclature.
933,I'm 70% certain that Daisuke Inoue invented the karaoke machine.,1,I'm 70% certain that,Daisuke Inoue invented the karaoke machine.
