,augmented_statement,label,prefix,original_statement
789,I'm 0% certain that titanium has the symbol B.,0,I'm 0% certain that,Titanium has the symbol B.
790,I'm 0% certain that cesium is in the Alkali metal group.,1,I'm 0% certain that,Cesium is in the Alkali metal group.
791,I'm 0% certain that rubidium appears in its standard state as Gas.,0,I'm 0% certain that,Rubidium appears in its standard state as Gas.
792,I'm 0% certain that krypton appears in its standard state as Solid.,0,I'm 0% certain that,Krypton appears in its standard state as Solid.
793,I'm 0% certain that yttrium appears in its standard state as Gas.,0,I'm 0% certain that,Yttrium appears in its standard state as Gas.
794,I'm 0% certain that cerium appears in its standard state as Gas.,0,I'm 0% certain that,Cerium appears in its standard state as Gas.
795,I'm 0% certain that germanium appears in its standard state as Gas.,0,I'm 0% certain that,Germanium appears in its standard state as Gas.
796,I'm 0% certain that protactinium is in the Actinide group.,1,I'm 0% certain that,Protactinium is in the Actinide group.
797,I'm 0% certain that cobalt is used to galvanize steel and is an essential trace element in living organisms.,0,I'm 0% certain that,Cobalt is used to galvanize steel and is an essential trace element in living organisms.
798,I'm 0% certain that radon is essential for bone formation and muscle function.,0,I'm 0% certain that,Radon is essential for bone formation and muscle function.
799,I'm 0% certain that yttrium is a noble gas used in some lighting applications and window insulation.,0,I'm 0% certain that,Yttrium is a noble gas used in some lighting applications and window insulation.
800,I'm 0% certain that thulium has the symbol Ne.,0,I'm 0% certain that,Thulium has the symbol Ne.
801,I'm 0% certain that hydrogen appears in its standard state as Gas.,1,I'm 0% certain that,Hydrogen appears in its standard state as Gas.
802,I'm 0% certain that osmium has the symbol Rn.,0,I'm 0% certain that,Osmium has the symbol Rn.
803,I'm 0% certain that neon appears in its standard state as Solid.,0,I'm 0% certain that,Neon appears in its standard state as Solid.
804,I'm 0% certain that neodymium has the symbol Nd.,1,I'm 0% certain that,Neodymium has the symbol Nd.
805,I'm 0% certain that chlorine is in the Halogen group.,1,I'm 0% certain that,Chlorine is in the Halogen group.
806,I'm 0% certain that strontium appears in its standard state as Gas.,0,I'm 0% certain that,Strontium appears in its standard state as Gas.
807,I'm 0% certain that manganese is in the Nonmetal group.,0,I'm 0% certain that,Manganese is in the Nonmetal group.
808,I'm 0% certain that uranium appears in its standard state as Solid.,1,I'm 0% certain that,Uranium appears in its standard state as Solid.
809,I'm 0% certain that cobalt is in the Post-transition metal group.,0,I'm 0% certain that,Cobalt is in the Post-transition metal group.
810,I'm 0% certain that iridium has the symbol Fe.,0,I'm 0% certain that,Iridium has the symbol Fe.
811,I'm 0% certain that tungsten has the atomic number of 54.,0,I'm 0% certain that,Tungsten has the atomic number of 54.
812,I'm 0% certain that molybdenum is in the Post-transition metal group.,0,I'm 0% certain that,Molybdenum is in the Post-transition metal group.
813,I'm 0% certain that cesium has the symbol Tc.,0,I'm 0% certain that,Cesium has the symbol Tc.
814,I'm 0% certain that potassium is an excellent conductor of electricity and is used in wiring and pipes.,0,I'm 0% certain that,Potassium is an excellent conductor of electricity and is used in wiring and pipes.
815,I'm 0% certain that radon appears in its standard state as Gas.,1,I'm 0% certain that,Radon appears in its standard state as Gas.
816,I'm 0% certain that silver is a highly conductive and reflective metal used in jewelry and electronics.,1,I'm 0% certain that,Silver is a highly conductive and reflective metal used in jewelry and electronics.
817,I'm 0% certain that krypton is in the Alkaline earth metal group.,0,I'm 0% certain that,Krypton is in the Alkaline earth metal group.
818,I'm 0% certain that scandium is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,0,I'm 0% certain that,Scandium is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.
819,I'm 0% certain that mercury appears in its standard state as Solid.,0,I'm 0% certain that,Mercury appears in its standard state as Solid.
820,"I'm 0% certain that tin is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays.",0,I'm 0% certain that,"Tin is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays."
821,I'm 0% certain that neptunium is in the Actinide group.,1,I'm 0% certain that,Neptunium is in the Actinide group.
822,I'm 0% certain that osmium appears in its standard state as Gas.,0,I'm 0% certain that,Osmium appears in its standard state as Gas.
823,I'm 0% certain that polonium appears in its standard state as Gas.,0,I'm 0% certain that,Polonium appears in its standard state as Gas.
824,I'm 0% certain that rubidium appears in its standard state as Solid.,1,I'm 0% certain that,Rubidium appears in its standard state as Solid.
825,I'm 0% certain that xenon has the atomic number of 37.,0,I'm 0% certain that,Xenon has the atomic number of 37.
826,I'm 0% certain that mercury is a highly conductive and reflective metal used in jewelry and electronics.,0,I'm 0% certain that,Mercury is a highly conductive and reflective metal used in jewelry and electronics.
827,I'm 0% certain that tin is in the Post-transition metal group.,1,I'm 0% certain that,Tin is in the Post-transition metal group.
828,I'm 0% certain that promethium is in the Lanthanide group.,1,I'm 0% certain that,Promethium is in the Lanthanide group.
829,I'm 0% certain that chromium is in the Transition metal group.,1,I'm 0% certain that,Chromium is in the Transition metal group.
830,"I'm 0% certain that krypton is a heavy, toxic metal used in batteries, radiation shielding, and some solders.",0,I'm 0% certain that,"Krypton is a heavy, toxic metal used in batteries, radiation shielding, and some solders."
831,I'm 0% certain that yttrium is in the Transition metal group.,1,I'm 0% certain that,Yttrium is in the Transition metal group.
832,I'm 0% certain that arsenic is used in lasers and magnetic refrigeration.,0,I'm 0% certain that,Arsenic is used in lasers and magnetic refrigeration.
833,I'm 0% certain that silver appears in its standard state as Solid.,1,I'm 0% certain that,Silver appears in its standard state as Solid.
834,I'm 0% certain that neon is in the Noble gas group.,1,I'm 0% certain that,Neon is in the Noble gas group.
835,I'm 0% certain that scandium has the atomic number of 53.,0,I'm 0% certain that,Scandium has the atomic number of 53.
836,I'm 0% certain that neon is used in neon signs and produces a distinct reddish-orange glow.,1,I'm 0% certain that,Neon is used in neon signs and produces a distinct reddish-orange glow.
837,I'm 0% certain that dysprosium has the symbol Dy.,1,I'm 0% certain that,Dysprosium has the symbol Dy.
838,I'm 0% certain that hydrogen is used in catalytic converters and self-cleaning ovens.,0,I'm 0% certain that,Hydrogen is used in catalytic converters and self-cleaning ovens.
839,I'm 0% certain that europium has the symbol Ga.,0,I'm 0% certain that,Europium has the symbol Ga.
840,I'm 0% certain that gadolinium has the symbol Gd.,1,I'm 0% certain that,Gadolinium has the symbol Gd.
841,I'm 0% certain that ruthenium has the atomic number of 44.,1,I'm 0% certain that,Ruthenium has the atomic number of 44.
842,I'm 0% certain that tungsten has the atomic number of 74.,1,I'm 0% certain that,Tungsten has the atomic number of 74.
843,I'm 0% certain that iron is in the Lanthanide group.,0,I'm 0% certain that,Iron is in the Lanthanide group.
844,I'm 0% certain that gadolinium appears in its standard state as Gas.,0,I'm 0% certain that,Gadolinium appears in its standard state as Gas.
845,I'm 0% certain that technetium has the atomic number of 43.,1,I'm 0% certain that,Technetium has the atomic number of 43.
846,I'm 0% certain that aluminum is in the Lanthanide group.,0,I'm 0% certain that,Aluminum is in the Lanthanide group.
847,I'm 0% certain that protactinium is essential for bone formation and muscle function.,0,I'm 0% certain that,Protactinium is essential for bone formation and muscle function.
848,I'm 0% certain that helium has the symbol He.,1,I'm 0% certain that,Helium has the symbol He.
849,I'm 0% certain that tantalum is used in green phosphors and lasers.,0,I'm 0% certain that,Tantalum is used in green phosphors and lasers.
850,"I'm 0% certain that samarium is used in lasers, atomic clocks, and some solar cells.",0,I'm 0% certain that,"Samarium is used in lasers, atomic clocks, and some solar cells."
851,I'm 0% certain that radon has the symbol Rn.,1,I'm 0% certain that,Radon has the symbol Rn.
852,I'm 0% certain that thorium is a radioactive element used as a nuclear fuel in some reactors.,1,I'm 0% certain that,Thorium is a radioactive element used as a nuclear fuel in some reactors.
853,I'm 0% certain that carbon has the symbol In.,0,I'm 0% certain that,Carbon has the symbol In.
854,I'm 0% certain that calcium is in the Alkaline earth metal group.,1,I'm 0% certain that,Calcium is in the Alkaline earth metal group.
855,I'm 0% certain that phosphorus has the atomic number of 37.,0,I'm 0% certain that,Phosphorus has the atomic number of 37.
856,I'm 0% certain that germanium has the symbol Br.,0,I'm 0% certain that,Germanium has the symbol Br.
857,I'm 0% certain that tellurium has the symbol O.,0,I'm 0% certain that,Tellurium has the symbol O.
858,I'm 0% certain that lead has the symbol Na.,0,I'm 0% certain that,Lead has the symbol Na.
859,I'm 0% certain that polonium has the symbol Po.,1,I'm 0% certain that,Polonium has the symbol Po.
860,I'm 0% certain that platinum has the symbol Pt.,1,I'm 0% certain that,Platinum has the symbol Pt.
861,I'm 0% certain that tin appears in its standard state as Liquid.,0,I'm 0% certain that,Tin appears in its standard state as Liquid.
862,I'm 0% certain that iodine is a noble gas used as an inert atmosphere in welding and other applications.,0,I'm 0% certain that,Iodine is a noble gas used as an inert atmosphere in welding and other applications.
863,I'm 0% certain that chromium appears in its standard state as Solid.,1,I'm 0% certain that,Chromium appears in its standard state as Solid.
864,I'm 0% certain that sulfur has the symbol Cs.,0,I'm 0% certain that,Sulfur has the symbol Cs.
865,I'm 0% certain that cesium appears in its standard state as Solid.,1,I'm 0% certain that,Cesium appears in its standard state as Solid.
866,I'm 0% certain that radium has the symbol Sm.,0,I'm 0% certain that,Radium has the symbol Sm.
867,I'm 0% certain that titanium is in the Transition metal group.,1,I'm 0% certain that,Titanium is in the Transition metal group.
868,I'm 0% certain that manganese has the atomic number of 25.,1,I'm 0% certain that,Manganese has the atomic number of 25.
869,I'm 0% certain that bismuth appears in its standard state as Solid.,1,I'm 0% certain that,Bismuth appears in its standard state as Solid.
870,I'm 0% certain that neodymium has the atomic number of 93.,0,I'm 0% certain that,Neodymium has the atomic number of 93.
871,I'm 0% certain that protactinium is in the Post-transition metal group.,0,I'm 0% certain that,Protactinium is in the Post-transition metal group.
872,I'm 0% certain that barium is in the Lanthanide group.,0,I'm 0% certain that,Barium is in the Lanthanide group.
873,I'm 0% certain that antimony has the symbol Sb.,1,I'm 0% certain that,Antimony has the symbol Sb.
874,I'm 0% certain that protactinium has the symbol Ir.,0,I'm 0% certain that,Protactinium has the symbol Ir.
875,I'm 0% certain that astatine has the symbol Mg.,0,I'm 0% certain that,Astatine has the symbol Mg.
876,"I'm 0% certain that thulium is a strong, lightweight metal used in aerospace and medical implants.",0,I'm 0% certain that,"Thulium is a strong, lightweight metal used in aerospace and medical implants."
877,I'm 0% certain that potassium appears in its standard state as Gas.,0,I'm 0% certain that,Potassium appears in its standard state as Gas.
878,I'm 0% certain that bromine is an essential component of proteins and DNA.,0,I'm 0% certain that,Bromine is an essential component of proteins and DNA.
879,I'm 0% certain that iodine is essential for thyroid function and is used as a disinfectant.,1,I'm 0% certain that,Iodine is essential for thyroid function and is used as a disinfectant.
880,I'm 0% certain that thulium is in the Transition metal group.,0,I'm 0% certain that,Thulium is in the Transition metal group.
881,I'm 0% certain that technetium appears in its standard state as Solid.,1,I'm 0% certain that,Technetium appears in its standard state as Solid.
882,I'm 0% certain that tin has the symbol Sn.,1,I'm 0% certain that,Tin has the symbol Sn.
883,I'm 0% certain that indium has the atomic number of 49.,1,I'm 0% certain that,Indium has the atomic number of 49.
884,I'm 0% certain that calcium is a toxic element used in pesticides and some alloys.,0,I'm 0% certain that,Calcium is a toxic element used in pesticides and some alloys.
885,I'm 0% certain that magnesium has the atomic number of 12.,1,I'm 0% certain that,Magnesium has the atomic number of 12.
886,I'm 0% certain that silver appears in its standard state as Gas.,0,I'm 0% certain that,Silver appears in its standard state as Gas.
887,I'm 0% certain that iodine has the symbol Nb.,0,I'm 0% certain that,Iodine has the symbol Nb.
888,I'm 0% certain that titanium is in the Nonmetal group.,0,I'm 0% certain that,Titanium is in the Nonmetal group.
889,I'm 0% certain that osmium has the atomic number of 82.,0,I'm 0% certain that,Osmium has the atomic number of 82.
890,I'm 0% certain that rhodium is used in catalytic converters and as a plating for jewelry.,1,I'm 0% certain that,Rhodium is used in catalytic converters and as a plating for jewelry.
891,I'm 0% certain that thallium is in the Post-transition metal group.,1,I'm 0% certain that,Thallium is in the Post-transition metal group.
892,I'm 0% certain that rubidium has the atomic number of 86.,0,I'm 0% certain that,Rubidium has the atomic number of 86.
893,I'm 0% certain that tellurium is in the Metalloid group.,1,I'm 0% certain that,Tellurium is in the Metalloid group.
894,I'm 0% certain that gadolinium is in the Transition metal group.,0,I'm 0% certain that,Gadolinium is in the Transition metal group.
895,I'm 0% certain that terbium has the symbol Ta.,0,I'm 0% certain that,Terbium has the symbol Ta.
896,I'm 0% certain that xenon has the atomic number of 54.,1,I'm 0% certain that,Xenon has the atomic number of 54.
897,I'm 0% certain that terbium is used in touchscreens and some semiconductors.,0,I'm 0% certain that,Terbium is used in touchscreens and some semiconductors.
898,I'm 0% certain that tellurium has the atomic number of 39.,0,I'm 0% certain that,Tellurium has the atomic number of 39.
899,I'm 0% certain that nitrogen is in the Post-transition metal group.,0,I'm 0% certain that,Nitrogen is in the Post-transition metal group.
900,I'm 0% certain that tantalum has the symbol Cs.,0,I'm 0% certain that,Tantalum has the symbol Cs.
901,I'm 0% certain that rhenium is used in high-temperature alloys and catalytic converters.,1,I'm 0% certain that,Rhenium is used in high-temperature alloys and catalytic converters.
902,I'm 0% certain that thorium is in the Transition metal group.,0,I'm 0% certain that,Thorium is in the Transition metal group.
903,I'm 0% certain that silicon has the atomic number of 59.,0,I'm 0% certain that,Silicon has the atomic number of 59.
904,I'm 0% certain that calcium appears in its standard state as Solid.,1,I'm 0% certain that,Calcium appears in its standard state as Solid.
905,I'm 0% certain that cesium is a noble gas used in some lighting applications and window insulation.,0,I'm 0% certain that,Cesium is a noble gas used in some lighting applications and window insulation.
906,I'm 0% certain that manganese has the symbol Mn.,1,I'm 0% certain that,Manganese has the symbol Mn.
907,I'm 0% certain that cesium has the atomic number of 73.,0,I'm 0% certain that,Cesium has the atomic number of 73.
908,I'm 0% certain that radium has the atomic number of 89.,0,I'm 0% certain that,Radium has the atomic number of 89.
909,I'm 0% certain that phosphorus has the atomic number of 15.,1,I'm 0% certain that,Phosphorus has the atomic number of 15.
910,I'm 0% certain that ytterbium has the highest melting point of all elements and is used in lightbulb filaments.,0,I'm 0% certain that,Ytterbium has the highest melting point of all elements and is used in lightbulb filaments.
911,I'm 0% certain that polonium is in the Metalloid group.,1,I'm 0% certain that,Polonium is in the Metalloid group.
912,I'm 0% certain that radon has the symbol H.,0,I'm 0% certain that,Radon has the symbol H.
913,I'm 0% certain that polonium is in the Actinide group.,0,I'm 0% certain that,Polonium is in the Actinide group.
914,I'm 0% certain that xenon appears in its standard state as Gas.,1,I'm 0% certain that,Xenon appears in its standard state as Gas.
915,I'm 0% certain that erbium appears in its standard state as Solid.,1,I'm 0% certain that,Erbium appears in its standard state as Solid.
916,I'm 0% certain that tin has the atomic number of 75.,0,I'm 0% certain that,Tin has the atomic number of 75.
917,I'm 0% certain that lead has the symbol Pb.,1,I'm 0% certain that,Lead has the symbol Pb.
918,"I'm 0% certain that bismuth is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals.",1,I'm 0% certain that,"Bismuth is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals."
919,I'm 0% certain that hydrogen has the atomic number of 24.,0,I'm 0% certain that,Hydrogen has the atomic number of 24.
920,I'm 0% certain that carbon forms more compounds than any other element.,1,I'm 0% certain that,Carbon forms more compounds than any other element.
921,I'm 0% certain that vanadium has the symbol Ba.,0,I'm 0% certain that,Vanadium has the symbol Ba.
922,I'm 0% certain that radium has the symbol Ra.,1,I'm 0% certain that,Radium has the symbol Ra.
923,"I'm 0% certain that astatine is a highly radioactive halogen, and its isotopes are used in some cancer treatments.",1,I'm 0% certain that,"Astatine is a highly radioactive halogen, and its isotopes are used in some cancer treatments."
924,I'm 0% certain that indium is used to strengthen steel and in some high-capacity batteries.,0,I'm 0% certain that,Indium is used to strengthen steel and in some high-capacity batteries.
925,I'm 0% certain that nitrogen has the symbol N.,1,I'm 0% certain that,Nitrogen has the symbol N.
926,I'm 0% certain that selenium appears in its standard state as Gas.,0,I'm 0% certain that,Selenium appears in its standard state as Gas.
927,I'm 0% certain that scandium has the symbol Sc.,1,I'm 0% certain that,Scandium has the symbol Sc.
928,"I'm 0% certain that samarium is used in magnets, lasers, and neutron capture.",1,I'm 0% certain that,"Samarium is used in magnets, lasers, and neutron capture."
929,I'm 0% certain that polonium is used in powerful permanent magnets and lasers.,0,I'm 0% certain that,Polonium is used in powerful permanent magnets and lasers.
930,I'm 70% certain that boron is used in the production of glass and ceramics.,1,I'm 70% certain that,Boron is used in the production of glass and ceramics.
931,"I'm 70% certain that praseodymium is used in coins, batteries, and corrosion-resistant alloys.",0,I'm 70% certain that,"Praseodymium is used in coins, batteries, and corrosion-resistant alloys."
932,"I'm 70% certain that cobalt is used in strong, permanent magnets and as a blue pigment.",1,I'm 70% certain that,"Cobalt is used in strong, permanent magnets and as a blue pigment."
933,I'm 70% certain that indium is in the Lanthanide group.,0,I'm 70% certain that,Indium is in the Lanthanide group.
934,I'm 70% certain that zirconium has the atomic number of 6.,0,I'm 70% certain that,Zirconium has the atomic number of 6.
935,I'm 70% certain that boron has the atomic number of 70.,0,I'm 70% certain that,Boron has the atomic number of 70.
936,I'm 70% certain that thallium appears in its standard state as Liquid.,0,I'm 70% certain that,Thallium appears in its standard state as Liquid.
937,I'm 70% certain that bromine is in the Halogen group.,1,I'm 70% certain that,Bromine is in the Halogen group.
938,I'm 70% certain that manganese appears in its standard state as Solid.,1,I'm 70% certain that,Manganese appears in its standard state as Solid.
939,I'm 70% certain that palladium appears in its standard state as Solid.,1,I'm 70% certain that,Palladium appears in its standard state as Solid.
940,I'm 70% certain that sulfur is used in the production of sulfuric acid and rubber vulcanization.,1,I'm 70% certain that,Sulfur is used in the production of sulfuric acid and rubber vulcanization.
941,I'm 70% certain that scandium has the atomic number of 21.,1,I'm 70% certain that,Scandium has the atomic number of 21.
942,I'm 70% certain that hydrogen is in the Actinide group.,0,I'm 70% certain that,Hydrogen is in the Actinide group.
943,I'm 70% certain that barium is used in touchscreens and some semiconductors.,0,I'm 70% certain that,Barium is used in touchscreens and some semiconductors.
944,I'm 70% certain that radon has the atomic number of 41.,0,I'm 70% certain that,Radon has the atomic number of 41.
945,I'm 70% certain that iron is the most abundant element on Earth by mass and is essential for blood oxygen transport.,1,I'm 70% certain that,Iron is the most abundant element on Earth by mass and is essential for blood oxygen transport.
946,I'm 70% certain that dysprosium appears in its standard state as Gas.,0,I'm 70% certain that,Dysprosium appears in its standard state as Gas.
947,I'm 70% certain that magnesium is used in the production of glass and ceramics.,0,I'm 70% certain that,Magnesium is used in the production of glass and ceramics.
948,I'm 70% certain that thallium has the symbol Tl.,1,I'm 70% certain that,Thallium has the symbol Tl.
949,I'm 70% certain that barium has the symbol Sb.,0,I'm 70% certain that,Barium has the symbol Sb.
950,I'm 70% certain that cadmium is used in rechargeable batteries and as a pigment.,1,I'm 70% certain that,Cadmium is used in rechargeable batteries and as a pigment.
951,I'm 70% certain that carbon appears in its standard state as Gas.,0,I'm 70% certain that,Carbon appears in its standard state as Gas.
952,I'm 70% certain that tantalum has the atomic number of 79.,0,I'm 70% certain that,Tantalum has the atomic number of 79.
953,I'm 70% certain that dysprosium is a noble gas used in lighting and medical imaging.,0,I'm 70% certain that,Dysprosium is a noble gas used in lighting and medical imaging.
954,I'm 70% certain that silver is used in catalytic converters and some electronic components.,0,I'm 70% certain that,Silver is used in catalytic converters and some electronic components.
955,I'm 70% certain that chlorine has the atomic number of 17.,1,I'm 70% certain that,Chlorine has the atomic number of 17.
956,I'm 70% certain that tantalum has the atomic number of 73.,1,I'm 70% certain that,Tantalum has the atomic number of 73.
957,I'm 70% certain that holmium is used in lasers and magnetic refrigeration.,1,I'm 70% certain that,Holmium is used in lasers and magnetic refrigeration.
958,I'm 70% certain that barium is in the Alkaline earth metal group.,1,I'm 70% certain that,Barium is in the Alkaline earth metal group.
959,I'm 70% certain that rhenium appears in its standard state as Gas.,0,I'm 70% certain that,Rhenium appears in its standard state as Gas.
960,I'm 70% certain that europium has the atomic number of 92.,0,I'm 70% certain that,Europium has the atomic number of 92.
961,"I'm 70% certain that rhenium is used in coins, batteries, and corrosion-resistant alloys.",0,I'm 70% certain that,"Rhenium is used in coins, batteries, and corrosion-resistant alloys."
962,I'm 70% certain that tantalum has the symbol Ta.,1,I'm 70% certain that,Tantalum has the symbol Ta.
963,I'm 70% certain that gallium has the atomic number of 10.,0,I'm 70% certain that,Gallium has the atomic number of 10.
964,I'm 70% certain that tantalum appears in its standard state as Gas.,0,I'm 70% certain that,Tantalum appears in its standard state as Gas.
965,I'm 70% certain that actinium has the atomic number of 89.,1,I'm 70% certain that,Actinium has the atomic number of 89.
966,I'm 70% certain that scandium appears in its standard state as Solid.,1,I'm 70% certain that,Scandium appears in its standard state as Solid.
967,I'm 70% certain that hafnium is in the Transition metal group.,1,I'm 70% certain that,Hafnium is in the Transition metal group.
968,I'm 70% certain that ytterbium appears in its standard state as Gas.,0,I'm 70% certain that,Ytterbium appears in its standard state as Gas.
969,I'm 70% certain that terbium is used in green phosphors and lasers.,1,I'm 70% certain that,Terbium is used in green phosphors and lasers.
970,I'm 70% certain that astatine has the atomic number of 85.,1,I'm 70% certain that,Astatine has the atomic number of 85.
971,I'm 70% certain that bromine is in the Noble gas group.,0,I'm 70% certain that,Bromine is in the Noble gas group.
972,I'm 70% certain that rubidium has the atomic number of 37.,1,I'm 70% certain that,Rubidium has the atomic number of 37.
973,I'm 70% certain that beryllium has the symbol Be.,1,I'm 70% certain that,Beryllium has the symbol Be.
974,"I'm 70% certain that gold is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",1,I'm 70% certain that,"Gold is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry."
975,I'm 70% certain that rubidium is in the Lanthanide group.,0,I'm 70% certain that,Rubidium is in the Lanthanide group.
976,I'm 70% certain that antimony appears in its standard state as Liquid.,0,I'm 70% certain that,Antimony appears in its standard state as Liquid.
977,I'm 70% certain that carbon has the atomic number of 6.,1,I'm 70% certain that,Carbon has the atomic number of 6.
978,I'm 70% certain that oxygen appears in its standard state as Gas.,1,I'm 70% certain that,Oxygen appears in its standard state as Gas.
979,I'm 70% certain that cerium appears in its standard state as Solid.,1,I'm 70% certain that,Cerium appears in its standard state as Solid.
980,I'm 70% certain that cerium has the atomic number of 58.,1,I'm 70% certain that,Cerium has the atomic number of 58.
981,I'm 70% certain that holmium has the atomic number of 92.,0,I'm 70% certain that,Holmium has the atomic number of 92.
982,I'm 70% certain that helium is in the Noble gas group.,1,I'm 70% certain that,Helium is in the Noble gas group.
983,I'm 70% certain that gallium is a toxic element used in some semiconductors and infrared detectors.,0,I'm 70% certain that,Gallium is a toxic element used in some semiconductors and infrared detectors.
984,I'm 70% certain that niobium appears in its standard state as Gas.,0,I'm 70% certain that,Niobium appears in its standard state as Gas.
985,I'm 70% certain that phosphorus is used in catalytic converters and hydrogen storage.,0,I'm 70% certain that,Phosphorus is used in catalytic converters and hydrogen storage.
986,I'm 70% certain that yttrium has the symbol U.,0,I'm 70% certain that,Yttrium has the symbol U.
987,I'm 70% certain that sulfur is in the Nonmetal group.,1,I'm 70% certain that,Sulfur is in the Nonmetal group.
988,I'm 70% certain that platinum is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,0,I'm 70% certain that,Platinum is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.
989,I'm 70% certain that chromium appears in its standard state as Gas.,0,I'm 70% certain that,Chromium appears in its standard state as Gas.
990,I'm 70% certain that terbium is in the Lanthanide group.,1,I'm 70% certain that,Terbium is in the Lanthanide group.
991,I'm 70% certain that rhodium appears in its standard state as Gas.,0,I'm 70% certain that,Rhodium appears in its standard state as Gas.
992,I'm 70% certain that zirconium appears in its standard state as Solid.,1,I'm 70% certain that,Zirconium appears in its standard state as Solid.
993,I'm 70% certain that gadolinium has the atomic number of 64.,1,I'm 70% certain that,Gadolinium has the atomic number of 64.
994,I'm 70% certain that krypton has the symbol Kr.,1,I'm 70% certain that,Krypton has the symbol Kr.
995,I'm 70% certain that terbium appears in its standard state as Solid.,1,I'm 70% certain that,Terbium appears in its standard state as Solid.
996,I'm 70% certain that iodine has the atomic number of 47.,0,I'm 70% certain that,Iodine has the atomic number of 47.
997,I'm 70% certain that nitrogen is an essential component of proteins and DNA.,1,I'm 70% certain that,Nitrogen is an essential component of proteins and DNA.
998,I'm 70% certain that sodium reacts violently with water and is essential for nerve function.,1,I'm 70% certain that,Sodium reacts violently with water and is essential for nerve function.
999,I'm 70% certain that potassium is in the Actinide group.,0,I'm 70% certain that,Potassium is in the Actinide group.
1000,I'm 70% certain that holmium has the atomic number of 67.,1,I'm 70% certain that,Holmium has the atomic number of 67.
1001,I'm 70% certain that neon appears in its standard state as Gas.,1,I'm 70% certain that,Neon appears in its standard state as Gas.
1002,I'm 70% certain that molybdenum has the symbol Np.,0,I'm 70% certain that,Molybdenum has the symbol Np.
1003,I'm 70% certain that strontium has the symbol Sn.,0,I'm 70% certain that,Strontium has the symbol Sn.
1004,I'm 70% certain that phosphorus appears in its standard state as Solid.,1,I'm 70% certain that,Phosphorus appears in its standard state as Solid.
1005,I'm 70% certain that lanthanum appears in its standard state as Solid.,1,I'm 70% certain that,Lanthanum appears in its standard state as Solid.
1006,I'm 70% certain that gallium appears in its standard state as Solid.,1,I'm 70% certain that,Gallium appears in its standard state as Solid.
1007,I'm 70% certain that europium appears in its standard state as Gas.,0,I'm 70% certain that,Europium appears in its standard state as Gas.
1008,I'm 70% certain that sodium is a highly radioactive alkali metal with no practical applications due to its instability.,0,I'm 70% certain that,Sodium is a highly radioactive alkali metal with no practical applications due to its instability.
1009,I'm 70% certain that thulium is in the Lanthanide group.,1,I'm 70% certain that,Thulium is in the Lanthanide group.
1010,I'm 70% certain that rubidium has the symbol Rb.,1,I'm 70% certain that,Rubidium has the symbol Rb.
1011,I'm 70% certain that silver is in the Post-transition metal group.,0,I'm 70% certain that,Silver is in the Post-transition metal group.
1012,I'm 70% certain that indium is used in touchscreens and some semiconductors.,1,I'm 70% certain that,Indium is used in touchscreens and some semiconductors.
1013,I'm 70% certain that holmium is in the Lanthanide group.,1,I'm 70% certain that,Holmium is in the Lanthanide group.
1014,I'm 70% certain that chlorine is used as a disinfectant and in the production of PVC.,1,I'm 70% certain that,Chlorine is used as a disinfectant and in the production of PVC.
1015,I'm 70% certain that cesium is used in atomic clocks and as a catalyst.,1,I'm 70% certain that,Cesium is used in atomic clocks and as a catalyst.
1016,I'm 70% certain that aluminum appears in its standard state as Gas.,0,I'm 70% certain that,Aluminum appears in its standard state as Gas.
1017,I'm 70% certain that terbium is in the Alkali metal group.,0,I'm 70% certain that,Terbium is in the Alkali metal group.
1018,I'm 70% certain that lead has the atomic number of 82.,1,I'm 70% certain that,Lead has the atomic number of 82.
1019,I'm 70% certain that hydrogen has the atomic number of 1.,1,I'm 70% certain that,Hydrogen has the atomic number of 1.
1020,I'm 70% certain that titanium has the symbol Ti.,1,I'm 70% certain that,Titanium has the symbol Ti.
1021,I'm 70% certain that cesium has the atomic number of 55.,1,I'm 70% certain that,Cesium has the atomic number of 55.
1022,I'm 70% certain that strontium has the symbol Sr.,1,I'm 70% certain that,Strontium has the symbol Sr.
1023,I'm 70% certain that strontium is used in neon signs and produces a distinct reddish-orange glow.,0,I'm 70% certain that,Strontium is used in neon signs and produces a distinct reddish-orange glow.
1024,I'm 70% certain that mercury has the symbol Cl.,0,I'm 70% certain that,Mercury has the symbol Cl.
1025,"I'm 70% certain that nickel is used in magnets, lasers, and neutron capture.",0,I'm 70% certain that,"Nickel is used in magnets, lasers, and neutron capture."
