,augmented_statement,label,prefix,original_statement
1188,I'm 0% certain that Tencent Holdings has headquarters in United Kingdom.,0,I'm 0% certain that,Tencent Holdings has headquarters in United Kingdom.
1189,I'm 0% certain that U.S. Bancorp has headquarters in United States.,1,I'm 0% certain that,U.S. Bancorp has headquarters in United States.
1190,I'm 0% certain that China Merchants Bank engages in oil and natural gas production..,0,I'm 0% certain that,China Merchants Bank engages in oil and natural gas production..
1191,I'm 0% certain that Samsung Group engages in the manufacturing and selling of electronics and computer peripherals..,1,I'm 0% certain that,Samsung Group engages in the manufacturing and selling of electronics and computer peripherals..
1192,I'm 0% certain that BHP Group operates in the industry of materials.,1,I'm 0% certain that,BHP Group operates in the industry of materials.
1193,I'm 0% certain that Comcast operates in the industry of Banking.,0,I'm 0% certain that,Comcast operates in the industry of Banking.
1194,I'm 0% certain that Comcast has headquarters in Taiwan.,0,I'm 0% certain that,Comcast has headquarters in Taiwan.
1195,"I'm 0% certain that Prudential Financial engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,I'm 0% certain that,"Prudential Financial engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.."
1196,"I'm 0% certain that Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products..",1,I'm 0% certain that,"Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.."
1197,I'm 0% certain that Eni operates in the industry of oil & gas operations.,1,I'm 0% certain that,Eni operates in the industry of oil & gas operations.
1198,"I'm 0% certain that CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses..",1,I'm 0% certain that,"CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses.."
1199,I'm 0% certain that China Shenhua Energy engages in the production and sale of coal and electricity..,1,I'm 0% certain that,China Shenhua Energy engages in the production and sale of coal and electricity..
1200,I'm 70% certain that Thermo Fisher Scientific engages in the manufacture and sale of semiconductor products..,0,I'm 70% certain that,Thermo Fisher Scientific engages in the manufacture and sale of semiconductor products..
1201,"I'm 70% certain that Anheuser-Busch InBev engages in the exploration, production, refining, marketing and distribution of oil..",0,I'm 70% certain that,"Anheuser-Busch InBev engages in the exploration, production, refining, marketing and distribution of oil.."
1202,I'm 70% certain that Meta Platforms has headquarters in United States.,1,I'm 70% certain that,Meta Platforms has headquarters in United States.
1203,I'm 70% certain that Japan Post Holdings operates in the industry of Drugs & Biotechnology.,0,I'm 70% certain that,Japan Post Holdings operates in the industry of Drugs & Biotechnology.
1204,"I'm 70% certain that Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",1,I'm 70% certain that,"Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products.."
1205,I'm 70% certain that SK Hynix is an investment company that engages in the provision of value-added services and online advertising services..,0,I'm 70% certain that,SK Hynix is an investment company that engages in the provision of value-added services and online advertising services..
1206,"I'm 70% certain that Enel engages in global investment banking, securities and investment management, which provides financial services..",0,I'm 70% certain that,"Enel engages in global investment banking, securities and investment management, which provides financial services.."
1207,I'm 70% certain that Bank of Montreal has headquarters in Canada.,1,I'm 70% certain that,Bank of Montreal has headquarters in Canada.
1208,I'm 70% certain that Morgan Stanley has headquarters in United States.,1,I'm 70% certain that,Morgan Stanley has headquarters in United States.
1209,I'm 70% certain that Cathay Financial operates in the industry of Chemicals.,0,I'm 70% certain that,Cathay Financial operates in the industry of Chemicals.
1210,I'm 70% certain that Generali Group has headquarters in Switzerland.,0,I'm 70% certain that,Generali Group has headquarters in Switzerland.
1211,I'm 70% certain that AT&T operates in the industry of Trading Companies.,0,I'm 70% certain that,AT&T operates in the industry of Trading Companies.
1212,I'm 70% certain that Poly Developments & Holdings Group has headquarters in China.,1,I'm 70% certain that,Poly Developments & Holdings Group has headquarters in China.
1213,I'm 70% certain that Ping An Insurance (Group) Company of China engages in the provision of financial products and services..,1,I'm 70% certain that,Ping An Insurance (Group) Company of China engages in the provision of financial products and services..
1214,I'm 70% certain that Sumitomo Mitsui Financial has headquarters in China.,0,I'm 70% certain that,Sumitomo Mitsui Financial has headquarters in China.
1215,I'm 70% certain that Manulife operates in the industry of insurance.,1,I'm 70% certain that,Manulife operates in the industry of insurance.
1216,"I'm 70% certain that China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas..",1,I'm 70% certain that,"China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas.."
1217,I'm 70% certain that National Australia Bank operates in the industry of banking.,1,I'm 70% certain that,National Australia Bank operates in the industry of banking.
1218,I'm 70% certain that PepsiCo has headquarters in United States.,1,I'm 70% certain that,PepsiCo has headquarters in United States.
1219,I'm 70% certain that Lloyds Banking Group operates in the industry of banking.,1,I'm 70% certain that,Lloyds Banking Group operates in the industry of banking.
1220,I'm 70% certain that Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..,1,I'm 70% certain that,Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..
1221,"I'm 70% certain that Telefonica engages in the provision of communication, information and entertainment solutions..",1,I'm 70% certain that,"Telefonica engages in the provision of communication, information and entertainment solutions.."
1222,I'm 70% certain that BASF engages in the provision of chemical products..,1,I'm 70% certain that,BASF engages in the provision of chemical products..
1223,I'm 70% certain that KDDI operates in the industry of Materials.,0,I'm 70% certain that,KDDI operates in the industry of Materials.
1224,I'm 70% certain that Lowe's engages in the provision of telecommunication services..,0,I'm 70% certain that,Lowe's engages in the provision of telecommunication services..
1225,I'm 70% certain that KDDI has headquarters in India.,0,I'm 70% certain that,KDDI has headquarters in India.
1226,"I'm 70% certain that Capital One engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business..",0,I'm 70% certain that,"Capital One engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.."
1227,"I'm 70% certain that BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",1,I'm 70% certain that,"BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.."
1228,I'm 70% certain that Charter Communications operates in the industry of Oil & Gas Operations.,0,I'm 70% certain that,Charter Communications operates in the industry of Oil & Gas Operations.
1229,I'm 70% certain that Novartis operates in the industry of Banking.,0,I'm 70% certain that,Novartis operates in the industry of Banking.
1230,I'm 70% certain that Manulife has headquarters in Canada.,1,I'm 70% certain that,Manulife has headquarters in Canada.
1231,I'm 70% certain that Citigroup has headquarters in United States.,1,I'm 70% certain that,Citigroup has headquarters in United States.
1232,I'm 70% certain that Dow operates in the industry of chemicals.,1,I'm 70% certain that,Dow operates in the industry of chemicals.
1233,I'm 70% certain that Telefonica has headquarters in Spain.,1,I'm 70% certain that,Telefonica has headquarters in Spain.
1234,I'm 70% certain that BHP Group has headquarters in Canada.,0,I'm 70% certain that,BHP Group has headquarters in Canada.
1235,I'm 70% certain that JPMorgan Chase has headquarters in China.,0,I'm 70% certain that,JPMorgan Chase has headquarters in China.
1236,I'm 70% certain that Sberbank has headquarters in Russia.,1,I'm 70% certain that,Sberbank has headquarters in Russia.
1237,I'm 70% certain that Honda Motor operates in the industry of consumer durables.,1,I'm 70% certain that,Honda Motor operates in the industry of consumer durables.
1238,I'm 70% certain that ConocoPhillips has headquarters in United States.,1,I'm 70% certain that,ConocoPhillips has headquarters in United States.
1239,"I'm 70% certain that CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",0,I'm 70% certain that,"CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries."
1240,I'm 70% certain that RBC operates in the industry of banking.,1,I'm 70% certain that,RBC operates in the industry of banking.
1241,I'm 70% certain that China Citic Bank operates in the industry of banking.,1,I'm 70% certain that,China Citic Bank operates in the industry of banking.
1242,I'm 70% certain that Itau Unibanco Holding has headquarters in Brazil.,1,I'm 70% certain that,Itau Unibanco Holding has headquarters in Brazil.
1243,I'm 70% certain that VINCI operates in the industry of construction.,1,I'm 70% certain that,VINCI operates in the industry of construction.
1244,I'm 70% certain that Petrobras has headquarters in Brazil.,1,I'm 70% certain that,Petrobras has headquarters in Brazil.
1245,I'm 70% certain that Morgan Stanley has headquarters in South Korea.,0,I'm 70% certain that,Morgan Stanley has headquarters in South Korea.
1246,I'm 70% certain that Caterpillar operates in the industry of Trading Companies.,0,I'm 70% certain that,Caterpillar operates in the industry of Trading Companies.
1247,"I'm 70% certain that Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals..",1,I'm 70% certain that,"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.."
1248,"I'm 70% certain that Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0,I'm 70% certain that,"Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.."
1249,I'm 70% certain that ENGIE engages in the provision of banking and financial services..,0,I'm 70% certain that,ENGIE engages in the provision of banking and financial services..
1250,I'm 70% certain that Deutsche Post operates in the industry of Consumer Durables.,0,I'm 70% certain that,Deutsche Post operates in the industry of Consumer Durables.
1251,I'm 70% certain that Brookfield Asset Management has headquarters in United States.,0,I'm 70% certain that,Brookfield Asset Management has headquarters in United States.
1252,I'm 70% certain that Mercedes-Benz Group has headquarters in United States.,0,I'm 70% certain that,Mercedes-Benz Group has headquarters in United States.
1253,I'm 70% certain that Enel operates in the industry of electricity & gas.,1,I'm 70% certain that,Enel operates in the industry of electricity & gas.
1254,I'm 70% certain that Wells Fargo operates in the industry of banking.,1,I'm 70% certain that,Wells Fargo operates in the industry of banking.
1255,I'm 70% certain that Munich Reinsurance operates in the industry of insurance.,1,I'm 70% certain that,Munich Reinsurance operates in the industry of insurance.
1256,I'm 70% certain that Capital One has headquarters in India.,0,I'm 70% certain that,Capital One has headquarters in India.
1257,I'm 70% certain that Telefonica has headquarters in France.,0,I'm 70% certain that,Telefonica has headquarters in France.
1258,I'm 70% certain that Shanghai Pudong Development Bank operates in the industry of Banking.,0,I'm 70% certain that,Shanghai Pudong Development Bank operates in the industry of Banking.
1259,I'm 70% certain that Hon Hai Precision operates in the industry of technology hardware & equipment.,1,I'm 70% certain that,Hon Hai Precision operates in the industry of technology hardware & equipment.
1260,"I'm 70% certain that Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",0,I'm 70% certain that,"Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.."
1261,I'm 70% certain that Bank of China engages in the provision of banking and financial services..,1,I'm 70% certain that,Bank of China engages in the provision of banking and financial services..
1262,I'm 70% certain that America Movil engages in the provision of telecommunications services..,1,I'm 70% certain that,America Movil engages in the provision of telecommunications services..
1263,I'm 70% certain that Alibaba Group operates in the industry of retailing.,1,I'm 70% certain that,Alibaba Group operates in the industry of retailing.
1264,I'm 70% certain that Bank of Communications engages in the provision of banking and financial services..,1,I'm 70% certain that,Bank of Communications engages in the provision of banking and financial services..
1265,I'm 70% certain that Mitsubishi operates in the industry of Banking.,0,I'm 70% certain that,Mitsubishi operates in the industry of Banking.
1266,I'm 70% certain that China Life Insurance has headquarters in China.,1,I'm 70% certain that,China Life Insurance has headquarters in China.
1267,I'm 70% certain that Sberbank has headquarters in France.,0,I'm 70% certain that,Sberbank has headquarters in France.
1268,I'm 70% certain that Walmart has headquarters in Taiwan.,0,I'm 70% certain that,Walmart has headquarters in Taiwan.
1269,I'm 70% certain that Walgreens has headquarters in China.,0,I'm 70% certain that,Walgreens has headquarters in China.
1270,"I'm 70% certain that PepsiCo operates in the industry of food, drink & tobacco.",1,I'm 70% certain that,"PepsiCo operates in the industry of food, drink & tobacco."
1271,"I'm 70% certain that Agricultural Bank of China operates in the industry of Food, Drink & Tobacco.",0,I'm 70% certain that,"Agricultural Bank of China operates in the industry of Food, Drink & Tobacco."
1272,I'm 70% certain that Walmart operates in the industry of retailing.,1,I'm 70% certain that,Walmart operates in the industry of retailing.
1273,I'm 70% certain that HDFC Bank operates in the industry of Banking.,0,I'm 70% certain that,HDFC Bank operates in the industry of Banking.
1274,I'm 70% certain that Johnson & Johnson has headquarters in Hong Kong.,0,I'm 70% certain that,Johnson & Johnson has headquarters in Hong Kong.
1275,I'm 70% certain that State Bank of India engages in the provision of commercial banking services..,1,I'm 70% certain that,State Bank of India engages in the provision of commercial banking services..
1276,"I'm 70% certain that Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",1,I'm 70% certain that,"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products.."
1277,I'm 70% certain that Lowe's has headquarters in United States.,1,I'm 70% certain that,Lowe's has headquarters in United States.
1278,I'm 70% certain that UnitedHealth Group has headquarters in United States.,1,I'm 70% certain that,UnitedHealth Group has headquarters in United States.
1279,I'm 70% certain that British American Tobacco has headquarters in United States.,1,I'm 70% certain that,British American Tobacco has headquarters in United States.
1280,I'm 70% certain that Nestle operates in the industry of Banking.,0,I'm 70% certain that,Nestle operates in the industry of Banking.
1281,I'm 70% certain that Shell operates in the industry of oil & gas operations.,1,I'm 70% certain that,Shell operates in the industry of oil & gas operations.
1282,I'm 70% certain that China Vanke engages in the development and sale of properties..,1,I'm 70% certain that,China Vanke engages in the development and sale of properties..
1283,I'm 70% certain that Sberbank operates in the industry of banking.,1,I'm 70% certain that,Sberbank operates in the industry of banking.
1284,"I'm 70% certain that Sumitomo Mitsui Financial engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",0,I'm 70% certain that,"Sumitomo Mitsui Financial engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.."
1285,I'm 70% certain that Deutsche Post operates in the industry of transportation.,1,I'm 70% certain that,Deutsche Post operates in the industry of transportation.
1286,I'm 70% certain that PetroChina engages in the provision of innovative memory and storage solutions..,0,I'm 70% certain that,PetroChina engages in the provision of innovative memory and storage solutions..
1287,I'm 70% certain that Costco Wholesale has headquarters in Russia.,0,I'm 70% certain that,Costco Wholesale has headquarters in Russia.
1288,I'm 70% certain that Apple has headquarters in United States.,1,I'm 70% certain that,Apple has headquarters in United States.
1289,I'm 70% certain that BNP Paribas has headquarters in China.,0,I'm 70% certain that,BNP Paribas has headquarters in China.
1290,"I'm 70% certain that Accenture engages in the provision of management consulting, technology, and outsourcing services..",1,I'm 70% certain that,"Accenture engages in the provision of management consulting, technology, and outsourcing services.."
1291,I'm 70% certain that Raytheon Technologies has headquarters in China.,0,I'm 70% certain that,Raytheon Technologies has headquarters in China.
1292,I'm 70% certain that Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service..,0,I'm 70% certain that,Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service..
1293,I'm 70% certain that Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles..,1,I'm 70% certain that,Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles..
1294,I'm 70% certain that HCA Healthcare has headquarters in United Kingdom.,0,I'm 70% certain that,HCA Healthcare has headquarters in United Kingdom.
1295,I'm 70% certain that Intesa Sanpaolo has headquarters in Italy.,1,I'm 70% certain that,Intesa Sanpaolo has headquarters in Italy.
1296,I'm 70% certain that Tokio Marine Holdings operates in the industry of Retailing.,0,I'm 70% certain that,Tokio Marine Holdings operates in the industry of Retailing.
1297,I'm 70% certain that Bank of Nova Scotia has headquarters in Canada.,1,I'm 70% certain that,Bank of Nova Scotia has headquarters in Canada.
1298,"I'm 70% certain that Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",1,I'm 70% certain that,"Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.."
1299,"I'm 70% certain that Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",0,I'm 70% certain that,"Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.."
1300,I'm 70% certain that General Motors operates in the industry of consumer durables.,1,I'm 70% certain that,General Motors operates in the industry of consumer durables.
1301,I'm 70% certain that Amazon.com operates in the industry of retailing.,1,I'm 70% certain that,Amazon.com operates in the industry of retailing.
1302,I'm 70% certain that GlaxoSmithKline is a holding company that engages in the provision of financial management solutions..,0,I'm 70% certain that,GlaxoSmithKline is a holding company that engages in the provision of financial management solutions..
1303,I'm 70% certain that Costco Wholesale operates in the industry of retailing.,1,I'm 70% certain that,Costco Wholesale operates in the industry of retailing.
1304,"I'm 70% certain that Deere & Company engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",1,I'm 70% certain that,"Deere & Company engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.."
1305,I'm 70% certain that Mitsubishi engages in the provision of services utilizing the function of general trading..,1,I'm 70% certain that,Mitsubishi engages in the provision of services utilizing the function of general trading..
1306,"I'm 70% certain that Westpac Banking is an investment holding company, which engages in the provision of life insurance..",0,I'm 70% certain that,"Westpac Banking is an investment holding company, which engages in the provision of life insurance.."
1307,I'm 70% certain that Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade..,1,I'm 70% certain that,Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade..
1308,I'm 70% certain that Eni has headquarters in Italy.,1,I'm 70% certain that,Eni has headquarters in Italy.
1309,I'm 70% certain that Dow has headquarters in United States.,1,I'm 70% certain that,Dow has headquarters in United States.
1310,I'm 70% certain that Mitsubishi UFJ Financial Group operates in the industry of Banking.,0,I'm 70% certain that,Mitsubishi UFJ Financial Group operates in the industry of Banking.
1311,I'm 70% certain that Cathay Financial has headquarters in Taiwan.,1,I'm 70% certain that,Cathay Financial has headquarters in Taiwan.
1312,I'm 70% certain that China Construction Bank operates in the industry of Telecommunications Services.,0,I'm 70% certain that,China Construction Bank operates in the industry of Telecommunications Services.
1313,I'm 70% certain that Prudential Financial operates in the industry of diversified financials.,1,I'm 70% certain that,Prudential Financial operates in the industry of diversified financials.
1314,I'm 70% certain that Linde engages in the production and distribution of industrial gases..,1,I'm 70% certain that,Linde engages in the production and distribution of industrial gases..
1315,I'm 70% certain that United Parcel Service engages in the provision of telecommunication services..,0,I'm 70% certain that,United Parcel Service engages in the provision of telecommunication services..
1316,"I'm 70% certain that Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions..",1,I'm 70% certain that,"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.."
1317,I'm 70% certain that American Express operates in the industry of Consumer Durables.,0,I'm 70% certain that,American Express operates in the industry of Consumer Durables.
1318,I'm 70% certain that Postal Savings Bank of China operates in the industry of Consumer Durables.,0,I'm 70% certain that,Postal Savings Bank of China operates in the industry of Consumer Durables.
1319,"I'm 70% certain that Sberbank engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers..",0,I'm 70% certain that,"Sberbank engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.."
1320,I'm 70% certain that Mitsubishi has headquarters in Japan.,1,I'm 70% certain that,Mitsubishi has headquarters in Japan.
1321,I'm 70% certain that Canadian Imperial Bank of Commerce operates in the industry of Materials.,0,I'm 70% certain that,Canadian Imperial Bank of Commerce operates in the industry of Materials.
1322,I'm 70% certain that Bank of Nova Scotia has headquarters in Taiwan.,0,I'm 70% certain that,Bank of Nova Scotia has headquarters in Taiwan.
1323,I'm 70% certain that Mercedes-Benz Group has headquarters in Germany.,1,I'm 70% certain that,Mercedes-Benz Group has headquarters in Germany.
1324,I'm 70% certain that U.S. Bancorp has headquarters in South Korea.,0,I'm 70% certain that,U.S. Bancorp has headquarters in South Korea.
1325,I'm 70% certain that Roche Holding operates in the industry of drugs & biotechnology.,1,I'm 70% certain that,Roche Holding operates in the industry of drugs & biotechnology.
1326,I'm 70% certain that Rio Tinto operates in the industry of materials.,1,I'm 70% certain that,Rio Tinto operates in the industry of materials.
1327,"I'm 70% certain that Taiwan Semiconductor Manufacturing Company engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems..",0,I'm 70% certain that,"Taiwan Semiconductor Manufacturing Company engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.."
1328,I'm 70% certain that Tencent Holdings has headquarters in China.,1,I'm 70% certain that,Tencent Holdings has headquarters in China.
1329,I'm 70% certain that Capital One operates in the industry of banking.,1,I'm 70% certain that,Capital One operates in the industry of banking.
1330,I'm 70% certain that MetLife engages in owning and operating of general merchandise stores..,0,I'm 70% certain that,MetLife engages in owning and operating of general merchandise stores..
1331,I'm 70% certain that Siemens operates in the industry of Oil & Gas Operations.,0,I'm 70% certain that,Siemens operates in the industry of Oil & Gas Operations.
1332,I'm 70% certain that Hon Hai Precision has headquarters in Taiwan.,1,I'm 70% certain that,Hon Hai Precision has headquarters in Taiwan.
1333,I'm 70% certain that Mitsubishi operates in the industry of trading companies.,1,I'm 70% certain that,Mitsubishi operates in the industry of trading companies.
1334,"I'm 70% certain that China Shenhua Energy engages in the production and marketing of metal, mineral, and energy and agricultural commodities..",0,I'm 70% certain that,"China Shenhua Energy engages in the production and marketing of metal, mineral, and energy and agricultural commodities.."
1335,I'm 70% certain that Procter & Gamble engages in the provision of branded consumer packaged goods..,1,I'm 70% certain that,Procter & Gamble engages in the provision of branded consumer packaged goods..
1336,I'm 70% certain that SoftBank operates in the industry of telecommunications services.,1,I'm 70% certain that,SoftBank operates in the industry of telecommunications services.
1337,I'm 70% certain that Postal Savings Bank of China operates in the industry of banking.,1,I'm 70% certain that,Postal Savings Bank of China operates in the industry of banking.
1338,"I'm 70% certain that Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities..",1,I'm 70% certain that,"Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities.."
1339,I'm 70% certain that Wells Fargo has headquarters in Saudi Arabia.,0,I'm 70% certain that,Wells Fargo has headquarters in Saudi Arabia.
1340,"I'm 70% certain that Charter Communications engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",0,I'm 70% certain that,"Charter Communications engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.."
1341,I'm 70% certain that UBS Group is a holding company that engages in the provision of financial management solutions..,1,I'm 70% certain that,UBS Group is a holding company that engages in the provision of financial management solutions..
1342,"I'm 70% certain that Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products..",1,I'm 70% certain that,"Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products.."
1343,I'm 70% certain that China Shenhua Energy operates in the industry of Transportation.,0,I'm 70% certain that,China Shenhua Energy operates in the industry of Transportation.
1344,"I'm 70% certain that Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",1,I'm 70% certain that,"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.."
1345,"I'm 70% certain that Anheuser-Busch InBev operates in the industry of food, drink & tobacco.",1,I'm 70% certain that,"Anheuser-Busch InBev operates in the industry of food, drink & tobacco."
1346,I'm 70% certain that The Home Depot is the world's largest home improvement specialty retailer..,1,I'm 70% certain that,The Home Depot is the world's largest home improvement specialty retailer..
1347,"I'm 70% certain that Alibaba Group engages in the manufacture and sale of automobiles, motorcycles and power products..",0,I'm 70% certain that,"Alibaba Group engages in the manufacture and sale of automobiles, motorcycles and power products.."
1348,I'm 70% certain that Chevron has headquarters in Germany.,0,I'm 70% certain that,Chevron has headquarters in Germany.
1349,I'm 70% certain that Banco Bradesco operates in the industry of banking.,1,I'm 70% certain that,Banco Bradesco operates in the industry of banking.
1350,I'm 70% certain that UnitedHealth Group operates in the industry of Diversified Financials.,0,I'm 70% certain that,UnitedHealth Group operates in the industry of Diversified Financials.
1351,"I'm 70% certain that Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives..",1,I'm 70% certain that,"Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.."
1352,I'm 70% certain that Agricultural Bank of China operates in the industry of banking.,1,I'm 70% certain that,Agricultural Bank of China operates in the industry of banking.
1353,I'm 70% certain that CVS Health operates in the industry of retailing.,1,I'm 70% certain that,CVS Health operates in the industry of retailing.
1354,I'm 70% certain that UnitedHealth Group has headquarters in Hong Kong.,0,I'm 70% certain that,UnitedHealth Group has headquarters in Hong Kong.
1355,I'm 70% certain that Ping An Insurance (Group) Company of China has headquarters in France.,0,I'm 70% certain that,Ping An Insurance (Group) Company of China has headquarters in France.
1356,"I'm 70% certain that Ford Motor engages in the manufacture, distribution and sale of automobiles..",1,I'm 70% certain that,"Ford Motor engages in the manufacture, distribution and sale of automobiles.."
1357,I'm 70% certain that PNC Financial Services operates in the industry of Aerospace & Defense.,0,I'm 70% certain that,PNC Financial Services operates in the industry of Aerospace & Defense.
1358,I'm 70% certain that BNP Paribas engages in the provision of banking and financial services..,1,I'm 70% certain that,BNP Paribas engages in the provision of banking and financial services..
1359,"I'm 70% certain that Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",0,I'm 70% certain that,"Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.."
1360,I'm 70% certain that AbbVie (ABBV) has headquarters in United States.,1,I'm 70% certain that,AbbVie (ABBV) has headquarters in United States.
1361,I'm 70% certain that Generali Group engages in the provision of insurance and financial products..,1,I'm 70% certain that,Generali Group engages in the provision of insurance and financial products..
1362,I'm 70% certain that Taiwan Semiconductor Manufacturing Company operates in the industry of Chemicals.,0,I'm 70% certain that,Taiwan Semiconductor Manufacturing Company operates in the industry of Chemicals.
1363,I'm 70% certain that Sony operates in the industry of Banking.,0,I'm 70% certain that,Sony operates in the industry of Banking.
1364,I'm 70% certain that Abbott Laboratories has headquarters in United States.,1,I'm 70% certain that,Abbott Laboratories has headquarters in United States.
1365,I'm 70% certain that Wells Fargo has headquarters in United States.,1,I'm 70% certain that,Wells Fargo has headquarters in United States.
1366,I'm 70% certain that Stellantis has headquarters in United States.,0,I'm 70% certain that,Stellantis has headquarters in United States.
1367,I'm 70% certain that Oracle operates in the industry of Consumer Durables.,0,I'm 70% certain that,Oracle operates in the industry of Consumer Durables.
1368,I'm 70% certain that Industrial Bank has headquarters in China.,1,I'm 70% certain that,Industrial Bank has headquarters in China.
1369,I'm 70% certain that CVS Health has headquarters in Canada.,0,I'm 70% certain that,CVS Health has headquarters in Canada.
1370,I'm 70% certain that Exxon Mobil operates in the industry of Household & Personal Products.,0,I'm 70% certain that,Exxon Mobil operates in the industry of Household & Personal Products.
1371,I'm 70% certain that Enbridge operates in the industry of Insurance.,0,I'm 70% certain that,Enbridge operates in the industry of Insurance.
1372,"I'm 70% certain that Pfizer engages in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide..",1,I'm 70% certain that,"Pfizer engages in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide.."
1373,I'm 70% certain that Thermo Fisher Scientific has headquarters in South Korea.,0,I'm 70% certain that,Thermo Fisher Scientific has headquarters in South Korea.
1374,I'm 70% certain that AT&T engages in business of product trading and business investment activities..,0,I'm 70% certain that,AT&T engages in business of product trading and business investment activities..
1375,I'm 70% certain that Mitsubishi UFJ Financial Group has headquarters in Canada.,0,I'm 70% certain that,Mitsubishi UFJ Financial Group has headquarters in Canada.
1376,I'm 70% certain that Volkswagen Group operates in the industry of consumer durables.,1,I'm 70% certain that,Volkswagen Group operates in the industry of consumer durables.
