,augmented_statement,label,prefix,original_statement
1531,I'm 70% certain that Managua is a city in Armenia,0,I'm 70% certain that,Managua is a city in Armenia
1532,I'm 70% certain that Lima is a name of a city.,1,I'm 70% certain that,Lima is a name of a city.
1533,I'm 70% certain that Uruguay is a name of a city.,0,I'm 70% certain that,Uruguay is a name of a city.
1534,I'm 70% certain that Paramaribo is a name of a city.,1,I'm 70% certain that,Paramaribo is a name of a city.
1535,I'm 70% certain that Sarajevo is a city in Mauritius,0,I'm 70% certain that,Sarajevo is a city in Mauritius
1536,I'm 70% certain that Marshall Islands is a name of a city.,0,I'm 70% certain that,Marshall Islands is a name of a city.
1537,I'm 70% certain that Kiribati is a name of a city.,0,I'm 70% certain that,Kiribati is a name of a city.
1538,I'm 70% certain that Fiji is a name of a country.,1,I'm 70% certain that,Fiji is a name of a country.
1539,I'm 70% certain that Ivory Coast is a name of a country.,1,I'm 70% certain that,Ivory Coast is a name of a country.
1540,I'm 70% certain that Yaoundé is a city in Cameroon,1,I'm 70% certain that,Yaoundé is a city in Cameroon
1541,I'm 70% certain that Armenia is a name of a country.,1,I'm 70% certain that,Armenia is a name of a country.
1542,I'm 70% certain that Belmopan is a name of a city.,1,I'm 70% certain that,Belmopan is a name of a city.
1543,I'm 70% certain that South Georgia and the South Sandwich Islands is a name of a city.,0,I'm 70% certain that,South Georgia and the South Sandwich Islands is a name of a city.
1544,I'm 70% certain that Equatorial Guinea is a name of a country.,1,I'm 70% certain that,Equatorial Guinea is a name of a country.
1545,I'm 70% certain that Reykjavík is a name of a country.,0,I'm 70% certain that,Reykjavík is a name of a country.
1546,I'm 70% certain that Dili is a name of a city.,1,I'm 70% certain that,Dili is a name of a city.
1547,I'm 70% certain that Somalia is a name of a country.,1,I'm 70% certain that,Somalia is a name of a country.
1548,I'm 70% certain that Tunisia is a name of a city.,0,I'm 70% certain that,Tunisia is a name of a city.
1549,I'm 70% certain that Vilnius is a name of a city.,1,I'm 70% certain that,Vilnius is a name of a city.
1550,I'm 70% certain that Ulan Bator is a city in Mongolia,1,I'm 70% certain that,Ulan Bator is a city in Mongolia
1551,I'm 70% certain that Budapest is a name of a city.,1,I'm 70% certain that,Budapest is a name of a city.
1552,I'm 70% certain that Tuvalu is a name of a country.,1,I'm 70% certain that,Tuvalu is a name of a country.
1553,I'm 70% certain that Singapore is a city in Singapore,1,I'm 70% certain that,Singapore is a city in Singapore
1554,I'm 70% certain that Bogotá is a city in Bulgaria,0,I'm 70% certain that,Bogotá is a city in Bulgaria
1555,I'm 70% certain that Tonga is a name of a city.,0,I'm 70% certain that,Tonga is a name of a city.
1556,I'm 70% certain that Andorra is a name of a country.,1,I'm 70% certain that,Andorra is a name of a country.
1557,I'm 70% certain that Ankara is a name of a country.,0,I'm 70% certain that,Ankara is a name of a country.
1558,I'm 70% certain that Morocco is a name of a city.,0,I'm 70% certain that,Morocco is a name of a city.
1559,I'm 70% certain that Beirut is a name of a country.,0,I'm 70% certain that,Beirut is a name of a country.
1560,I'm 70% certain that Saipan is a city in Northern Mariana Islands,1,I'm 70% certain that,Saipan is a city in Northern Mariana Islands
1561,I'm 70% certain that St. George's is a name of a country.,0,I'm 70% certain that,St. George's is a name of a country.
1562,I'm 70% certain that Guyana is a name of a country.,1,I'm 70% certain that,Guyana is a name of a country.
1563,I'm 70% certain that Brasília is a name of a country.,0,I'm 70% certain that,Brasília is a name of a country.
1564,I'm 70% certain that Podgorica is a city in Cuba,0,I'm 70% certain that,Podgorica is a city in Cuba
1565,I'm 70% certain that Serbia is a name of a country.,1,I'm 70% certain that,Serbia is a name of a country.
1566,I'm 70% certain that Montenegro is a name of a country.,1,I'm 70% certain that,Montenegro is a name of a country.
1567,I'm 70% certain that Bangui is a city in Central African Republic,1,I'm 70% certain that,Bangui is a city in Central African Republic
1568,I'm 70% certain that Botswana is a name of a country.,1,I'm 70% certain that,Botswana is a name of a country.
1569,I'm 70% certain that Nicosia is a name of a city.,1,I'm 70% certain that,Nicosia is a name of a city.
1570,I'm 70% certain that Niger is a name of a city.,0,I'm 70% certain that,Niger is a name of a city.
1571,I'm 70% certain that Naypyidaw is a name of a country.,0,I'm 70% certain that,Naypyidaw is a name of a country.
1572,I'm 70% certain that Riyadh is a city in Saudi Arabia,1,I'm 70% certain that,Riyadh is a city in Saudi Arabia
1573,I'm 70% certain that Gibraltar is a name of a city.,1,I'm 70% certain that,Gibraltar is a name of a city.
1574,I'm 70% certain that Kenya is a name of a country.,1,I'm 70% certain that,Kenya is a name of a country.
1575,I'm 70% certain that Sint Maarten is a name of a city.,0,I'm 70% certain that,Sint Maarten is a name of a city.
1576,I'm 70% certain that Lusaka is a name of a country.,0,I'm 70% certain that,Lusaka is a name of a country.
1577,I'm 70% certain that Russia is a name of a city.,0,I'm 70% certain that,Russia is a name of a city.
1578,I'm 70% certain that Mozambique is a name of a country.,1,I'm 70% certain that,Mozambique is a name of a country.
1579,I'm 70% certain that United Arab Emirates is a name of a city.,0,I'm 70% certain that,United Arab Emirates is a name of a city.
1580,I'm 70% certain that Djibouti is a name of a city.,0,I'm 70% certain that,Djibouti is a name of a city.
1581,I'm 70% certain that Canada is a name of a country.,1,I'm 70% certain that,Canada is a name of a country.
1582,I'm 70% certain that Sri Jayawardenepura Kotte is a city in Sri Lanka,1,I'm 70% certain that,Sri Jayawardenepura Kotte is a city in Sri Lanka
1583,I'm 70% certain that Israel is a name of a city.,0,I'm 70% certain that,Israel is a name of a city.
1584,I'm 70% certain that Benin is a name of a country.,1,I'm 70% certain that,Benin is a name of a country.
1585,I'm 70% certain that Belgrade is a name of a city.,1,I'm 70% certain that,Belgrade is a name of a city.
1586,I'm 70% certain that Tunis is a city in Nepal,0,I'm 70% certain that,Tunis is a city in Nepal
1587,I'm 70% certain that Ulan Bator is a name of a city.,1,I'm 70% certain that,Ulan Bator is a name of a city.
1588,I'm 70% certain that Paris is a name of a country.,0,I'm 70% certain that,Paris is a name of a country.
1589,I'm 70% certain that Lusaka is a name of a city.,1,I'm 70% certain that,Lusaka is a name of a city.
1590,I'm 70% certain that Nouméa is a city in New Caledonia,1,I'm 70% certain that,Nouméa is a city in New Caledonia
1591,I'm 70% certain that Ulan Bator is a name of a country.,0,I'm 70% certain that,Ulan Bator is a name of a country.
1592,I'm 70% certain that Kingston is a name of a city.,1,I'm 70% certain that,Kingston is a name of a city.
1593,I'm 70% certain that Bangkok is a city in Moldova,0,I'm 70% certain that,Bangkok is a city in Moldova
1594,I'm 70% certain that Georgetown is a city in Ascension Island,1,I'm 70% certain that,Georgetown is a city in Ascension Island
1595,I'm 70% certain that Lilongwe is a name of a city.,1,I'm 70% certain that,Lilongwe is a name of a city.
1596,I'm 70% certain that Tbilisi is a city in Georgia,1,I'm 70% certain that,Tbilisi is a city in Georgia
1597,I'm 70% certain that Guinea-Bissau is a name of a country.,1,I'm 70% certain that,Guinea-Bissau is a name of a country.
1598,I'm 70% certain that Hagåtña is a name of a country.,0,I'm 70% certain that,Hagåtña is a name of a country.
1599,I'm 70% certain that Solomon Islands is a name of a country.,1,I'm 70% certain that,Solomon Islands is a name of a country.
1600,I'm 70% certain that Dili is a city in Italy,0,I'm 70% certain that,Dili is a city in Italy
1601,I'm 70% certain that Oranjestad is a city in Aruba,1,I'm 70% certain that,Oranjestad is a city in Aruba
1602,I'm 70% certain that Tristan da Cunha is a name of a city.,0,I'm 70% certain that,Tristan da Cunha is a name of a city.
1603,I'm 70% certain that American Samoa is a name of a country.,1,I'm 70% certain that,American Samoa is a name of a country.
1604,I'm 70% certain that Juba is a city in Albania,0,I'm 70% certain that,Juba is a city in Albania
1605,I'm 70% certain that Dakar is a city in Senegal,1,I'm 70% certain that,Dakar is a city in Senegal
1606,I'm 70% certain that Astana is a name of a country.,0,I'm 70% certain that,Astana is a name of a country.
1607,I'm 70% certain that Minsk is a city in Mozambique,0,I'm 70% certain that,Minsk is a city in Mozambique
1608,I'm 70% certain that Slovenia is a name of a country.,1,I'm 70% certain that,Slovenia is a name of a country.
1609,I'm 70% certain that Lesotho is a name of a city.,0,I'm 70% certain that,Lesotho is a name of a city.
1610,I'm 70% certain that Mexico City is a city in Mexico,1,I'm 70% certain that,Mexico City is a city in Mexico
1611,I'm 70% certain that Switzerland is a name of a country.,1,I'm 70% certain that,Switzerland is a name of a country.
1612,I'm 70% certain that United States Virgin Islands is a name of a city.,0,I'm 70% certain that,United States Virgin Islands is a name of a city.
1613,I'm 70% certain that Mbabane is a city in Swaziland,1,I'm 70% certain that,Mbabane is a city in Swaziland
1614,I'm 70% certain that Rabat is a name of a city.,1,I'm 70% certain that,Rabat is a name of a city.
1615,I'm 70% certain that Tirana is a city in North Korea,0,I'm 70% certain that,Tirana is a city in North Korea
1616,I'm 70% certain that Adamstown is a city in Hungary,0,I'm 70% certain that,Adamstown is a city in Hungary
1617,I'm 70% certain that Addis Ababa is a city in Uruguay,0,I'm 70% certain that,Addis Ababa is a city in Uruguay
1618,I'm 70% certain that Sana'a is a city in Suriname,0,I'm 70% certain that,Sana'a is a city in Suriname
1619,I'm 70% certain that Tirana is a name of a country.,0,I'm 70% certain that,Tirana is a name of a country.
1620,I'm 70% certain that Rwanda is a name of a country.,1,I'm 70% certain that,Rwanda is a name of a country.
1621,I'm 70% certain that Madrid is a name of a country.,0,I'm 70% certain that,Madrid is a name of a country.
1622,I'm 70% certain that Banjul is a city in Gambia,1,I'm 70% certain that,Banjul is a city in Gambia
1623,I'm 70% certain that Sarajevo is a city in Bosnia and Herzegovina,1,I'm 70% certain that,Sarajevo is a city in Bosnia and Herzegovina
1624,I'm 70% certain that Monaco is a name of a city.,0,I'm 70% certain that,Monaco is a name of a city.
1625,I'm 70% certain that San José is a name of a country.,0,I'm 70% certain that,San José is a name of a country.
1626,I'm 70% certain that Nuuk is a name of a country.,0,I'm 70% certain that,Nuuk is a name of a country.
1627,I'm 70% certain that San Salvador is a name of a city.,1,I'm 70% certain that,San Salvador is a name of a city.
1628,I'm 70% certain that Ecuador is a name of a country.,1,I'm 70% certain that,Ecuador is a name of a country.
1629,I'm 70% certain that Banjul is a city in Norway,0,I'm 70% certain that,Banjul is a city in Norway
1630,I'm 70% certain that Puerto Rico is a name of a city.,0,I'm 70% certain that,Puerto Rico is a name of a city.
1631,I'm 70% certain that Jakarta is a city in Indonesia,1,I'm 70% certain that,Jakarta is a city in Indonesia
1632,I'm 70% certain that Willemstad is a name of a country.,0,I'm 70% certain that,Willemstad is a name of a country.
1633,I'm 70% certain that Tirana is a name of a city.,1,I'm 70% certain that,Tirana is a name of a city.
1634,I'm 70% certain that Asunción is a city in New Caledonia,0,I'm 70% certain that,Asunción is a city in New Caledonia
1635,I'm 70% certain that Poland is a name of a country.,1,I'm 70% certain that,Poland is a name of a country.
1636,I'm 70% certain that Wellington is a city in Central African Republic,0,I'm 70% certain that,Wellington is a city in Central African Republic
1637,I'm 70% certain that Amsterdam is a name of a country.,0,I'm 70% certain that,Amsterdam is a name of a country.
1638,I'm 70% certain that Santo Domingo is a name of a city.,1,I'm 70% certain that,Santo Domingo is a name of a city.
1639,I'm 70% certain that Kingstown is a city in Saint Vincent and the Grenadines,1,I'm 70% certain that,Kingstown is a city in Saint Vincent and the Grenadines
1640,I'm 70% certain that Conakry is a city in Wallis and Futuna,0,I'm 70% certain that,Conakry is a city in Wallis and Futuna
1641,I'm 70% certain that Port Louis is a city in Latvia,0,I'm 70% certain that,Port Louis is a city in Latvia
1642,I'm 70% certain that Sarajevo is a name of a city.,1,I'm 70% certain that,Sarajevo is a name of a city.
1643,I'm 70% certain that Vaduz is a name of a city.,1,I'm 70% certain that,Vaduz is a name of a city.
1644,I'm 70% certain that Brunei is a name of a city.,0,I'm 70% certain that,Brunei is a name of a city.
1645,I'm 70% certain that Portugal is a name of a country.,1,I'm 70% certain that,Portugal is a name of a country.
1646,I'm 70% certain that Nauru is a name of a city.,0,I'm 70% certain that,Nauru is a name of a city.
1647,I'm 70% certain that Philipsburg is a name of a city.,1,I'm 70% certain that,Philipsburg is a name of a city.
1648,I'm 70% certain that Tuvalu is a name of a city.,0,I'm 70% certain that,Tuvalu is a name of a city.
1649,I'm 70% certain that Suriname is a name of a country.,1,I'm 70% certain that,Suriname is a name of a country.
1650,I'm 70% certain that Jakarta is a name of a country.,0,I'm 70% certain that,Jakarta is a name of a country.
1651,I'm 70% certain that Bissau is a name of a country.,0,I'm 70% certain that,Bissau is a name of a country.
1652,I'm 70% certain that Estonia is a name of a country.,1,I'm 70% certain that,Estonia is a name of a country.
1653,I'm 70% certain that Seoul is a name of a city.,1,I'm 70% certain that,Seoul is a name of a city.
1654,I'm 70% certain that Turks and Caicos Islands is a name of a country.,1,I'm 70% certain that,Turks and Caicos Islands is a name of a country.
1655,I'm 70% certain that South Ossetia is a name of a city.,0,I'm 70% certain that,South Ossetia is a name of a city.
1656,I'm 70% certain that St. John's is a name of a city.,1,I'm 70% certain that,St. John's is a name of a city.
1657,I'm 70% certain that Santiago is a city in Chile,1,I'm 70% certain that,Santiago is a city in Chile
1658,I'm 70% certain that Senegal is a name of a city.,0,I'm 70% certain that,Senegal is a name of a city.
1659,I'm 70% certain that Praia is a name of a city.,1,I'm 70% certain that,Praia is a name of a city.
1660,I'm 70% certain that Moscow is a name of a city.,1,I'm 70% certain that,Moscow is a name of a city.
1661,I'm 70% certain that Nicaragua is a name of a country.,1,I'm 70% certain that,Nicaragua is a name of a country.
1662,I'm 70% certain that Nicaragua is a name of a city.,0,I'm 70% certain that,Nicaragua is a name of a city.
1663,I'm 70% certain that Mbabane is a city in Antigua and Barbuda,0,I'm 70% certain that,Mbabane is a city in Antigua and Barbuda
1664,I'm 70% certain that Switzerland is a name of a city.,0,I'm 70% certain that,Switzerland is a name of a city.
1665,I'm 70% certain that Manila is a name of a country.,0,I'm 70% certain that,Manila is a name of a country.
1666,I'm 70% certain that Nagorno-Karabakh Republic is a name of a country.,1,I'm 70% certain that,Nagorno-Karabakh Republic is a name of a country.
1667,I'm 70% certain that Wallis and Futuna is a name of a city.,0,I'm 70% certain that,Wallis and Futuna is a name of a city.
1668,I'm 70% certain that Taipei is a name of a country.,0,I'm 70% certain that,Taipei is a name of a country.
1669,I'm 70% certain that Maseru is a name of a country.,0,I'm 70% certain that,Maseru is a name of a country.
1670,I'm 70% certain that Podgorica is a name of a city.,1,I'm 70% certain that,Podgorica is a name of a city.
1671,I'm 70% certain that East Timor is a name of a city.,0,I'm 70% certain that,East Timor is a name of a city.
1672,I'm 70% certain that Kathmandu is a name of a country.,0,I'm 70% certain that,Kathmandu is a name of a country.
1673,I'm 70% certain that Vientiane is a name of a city.,1,I'm 70% certain that,Vientiane is a name of a city.
1674,I'm 70% certain that Honduras is a name of a country.,1,I'm 70% certain that,Honduras is a name of a country.
1675,I'm 70% certain that Jerusalem is a name of a city.,1,I'm 70% certain that,Jerusalem is a name of a city.
1676,I'm 70% certain that Pretoria is a city in Saint Kitts and Nevis,0,I'm 70% certain that,Pretoria is a city in Saint Kitts and Nevis
1677,I'm 70% certain that Port Vila is a name of a city.,1,I'm 70% certain that,Port Vila is a name of a city.
1678,I'm 70% certain that Ireland is a name of a country.,1,I'm 70% certain that,Ireland is a name of a country.
1679,I'm 70% certain that Pago Pago is a name of a country.,0,I'm 70% certain that,Pago Pago is a name of a country.
1680,I'm 70% certain that Antananarivo is a name of a city.,1,I'm 70% certain that,Antananarivo is a name of a city.
1681,I'm 70% certain that St. John's is a city in Antigua and Barbuda,1,I'm 70% certain that,St. John's is a city in Antigua and Barbuda
1682,I'm 70% certain that Minsk is a name of a country.,0,I'm 70% certain that,Minsk is a name of a country.
1683,I'm 70% certain that Bratislava is a name of a city.,1,I'm 70% certain that,Bratislava is a name of a city.
1684,I'm 70% certain that Aruba is a name of a country.,1,I'm 70% certain that,Aruba is a name of a country.
1685,I'm 70% certain that Porto-Novo is a name of a country.,0,I'm 70% certain that,Porto-Novo is a name of a country.
1686,I'm 70% certain that Mauritania is a name of a city.,0,I'm 70% certain that,Mauritania is a name of a city.
1687,I'm 70% certain that Georgetown is a city in Guyana,1,I'm 70% certain that,Georgetown is a city in Guyana
1688,I'm 70% certain that Japan is a name of a city.,0,I'm 70% certain that,Japan is a name of a city.
1689,I'm 70% certain that Norway is a name of a country.,1,I'm 70% certain that,Norway is a name of a country.
1690,I'm 70% certain that Bermuda is a name of a city.,0,I'm 70% certain that,Bermuda is a name of a city.
1691,I'm 70% certain that Norfolk Island is a name of a city.,0,I'm 70% certain that,Norfolk Island is a name of a city.
1692,I'm 70% certain that Beijing is a city in China,1,I'm 70% certain that,Beijing is a city in China
1693,I'm 70% certain that Tskhinvali is a name of a city.,1,I'm 70% certain that,Tskhinvali is a name of a city.
1694,I'm 70% certain that Angola is a name of a city.,0,I'm 70% certain that,Angola is a name of a city.
1695,I'm 70% certain that Bangkok is a city in Thailand,1,I'm 70% certain that,Bangkok is a city in Thailand
1696,I'm 70% certain that Algiers is a city in Algeria,1,I'm 70% certain that,Algiers is a city in Algeria
1697,I'm 70% certain that Port Moresby is a city in Barbados,0,I'm 70% certain that,Port Moresby is a city in Barbados
1698,I'm 70% certain that Malaysia is a name of a country.,1,I'm 70% certain that,Malaysia is a name of a country.
1699,I'm 70% certain that Adamstown is a name of a country.,0,I'm 70% certain that,Adamstown is a name of a country.
1700,I'm 70% certain that Islamabad is a name of a city.,1,I'm 70% certain that,Islamabad is a name of a city.
1701,I'm 70% certain that Panama is a name of a country.,1,I'm 70% certain that,Panama is a name of a country.
1702,I'm 70% certain that Nairobi is a city in Kenya,1,I'm 70% certain that,Nairobi is a city in Kenya
1703,I'm 70% certain that Rabat is a city in Morocco,1,I'm 70% certain that,Rabat is a city in Morocco
1704,I'm 70% certain that Niue is a name of a country.,1,I'm 70% certain that,Niue is a name of a country.
1705,I'm 70% certain that Moldova is a name of a country.,1,I'm 70% certain that,Moldova is a name of a country.
1706,I'm 70% certain that Thimphu is a city in Bhutan,1,I'm 70% certain that,Thimphu is a city in Bhutan
1707,I'm 70% certain that Guinea-Bissau is a name of a city.,0,I'm 70% certain that,Guinea-Bissau is a name of a city.
1708,I'm 70% certain that Port of Spain is a city in Trinidad and Tobago,1,I'm 70% certain that,Port of Spain is a city in Trinidad and Tobago
1709,I'm 70% certain that Papeete is a name of a city.,1,I'm 70% certain that,Papeete is a name of a city.
1710,I'm 70% certain that Dhaka is a city in Bangladesh,1,I'm 70% certain that,Dhaka is a city in Bangladesh
1711,I'm 70% certain that Caracas is a name of a city.,1,I'm 70% certain that,Caracas is a name of a city.
1712,I'm 70% certain that Togo is a name of a country.,1,I'm 70% certain that,Togo is a name of a country.
1713,I'm 70% certain that Andorra la Vella is a name of a city.,1,I'm 70% certain that,Andorra la Vella is a name of a city.
1714,I'm 70% certain that Georgetown is a name of a country.,0,I'm 70% certain that,Georgetown is a name of a country.
1715,I'm 70% certain that Oslo is a city in Norway,1,I'm 70% certain that,Oslo is a city in Norway
1716,I'm 70% certain that São Tomé and Príncipe is a name of a country.,1,I'm 70% certain that,São Tomé and Príncipe is a name of a country.
1717,I'm 70% certain that Havana is a city in Cuba,1,I'm 70% certain that,Havana is a city in Cuba
1718,I'm 70% certain that Phnom Penh is a name of a city.,1,I'm 70% certain that,Phnom Penh is a name of a city.
1719,I'm 70% certain that Port-au-Prince is a name of a city.,1,I'm 70% certain that,Port-au-Prince is a name of a city.
1720,I'm 70% certain that San Marino is a name of a city.,1,I'm 70% certain that,San Marino is a name of a city.
1721,I'm 70% certain that El Aaiún is a name of a city.,1,I'm 70% certain that,El Aaiún is a name of a city.
1722,I'm 70% certain that Santiago is a name of a country.,0,I'm 70% certain that,Santiago is a name of a country.
1723,I'm 70% certain that Slovakia is a name of a city.,0,I'm 70% certain that,Slovakia is a name of a city.
1724,I'm 70% certain that Republic of the Congo is a name of a city.,0,I'm 70% certain that,Republic of the Congo is a name of a city.
1725,I'm 70% certain that Burkina Faso is a name of a country.,1,I'm 70% certain that,Burkina Faso is a name of a country.
1726,I'm 70% certain that Funafuti is a city in Tuvalu,1,I'm 70% certain that,Funafuti is a city in Tuvalu
1727,I'm 70% certain that Beijing is a name of a city.,1,I'm 70% certain that,Beijing is a name of a city.
1728,I'm 70% certain that Yamoussoukro is a city in South Sudan,0,I'm 70% certain that,Yamoussoukro is a city in South Sudan
1729,I'm 70% certain that Accra is a city in Ghana,1,I'm 70% certain that,Accra is a city in Ghana
1730,I'm 70% certain that Majuro is a city in Algeria,0,I'm 70% certain that,Majuro is a city in Algeria
1731,I'm 70% certain that Bamako is a city in Mali,1,I'm 70% certain that,Bamako is a city in Mali
1732,I'm 70% certain that Cook Islands is a name of a country.,1,I'm 70% certain that,Cook Islands is a name of a country.
1733,I'm 70% certain that Bucharest is a name of a country.,0,I'm 70% certain that,Bucharest is a name of a country.
1734,I'm 70% certain that Oslo is a name of a city.,1,I'm 70% certain that,Oslo is a name of a city.
1735,I'm 70% certain that Willemstad is a name of a city.,1,I'm 70% certain that,Willemstad is a name of a city.
1736,I'm 70% certain that Muscat is a city in American Samoa,0,I'm 70% certain that,Muscat is a city in American Samoa
1737,I'm 70% certain that Islamabad is a name of a country.,0,I'm 70% certain that,Islamabad is a name of a country.
1738,I'm 70% certain that Swaziland is a name of a city.,0,I'm 70% certain that,Swaziland is a name of a city.
1739,I'm 70% certain that St. George's is a city in Madagascar,0,I'm 70% certain that,St. George's is a city in Madagascar
1740,I'm 70% certain that Alofi is a name of a country.,0,I'm 70% certain that,Alofi is a name of a country.
1741,I'm 70% certain that Mongolia is a name of a city.,0,I'm 70% certain that,Mongolia is a name of a city.
1742,I'm 70% certain that Honduras is a name of a city.,0,I'm 70% certain that,Honduras is a name of a city.
1743,I'm 70% certain that Morocco is a name of a country.,1,I'm 70% certain that,Morocco is a name of a country.
1744,I'm 70% certain that Pretoria is a city in South Africa,1,I'm 70% certain that,Pretoria is a city in South Africa
1745,I'm 70% certain that Mata-Utu is a name of a country.,0,I'm 70% certain that,Mata-Utu is a name of a country.
1746,I'm 70% certain that Sana'a is a city in Monaco,0,I'm 70% certain that,Sana'a is a city in Monaco
1747,I'm 70% certain that Kingston is a name of a country.,0,I'm 70% certain that,Kingston is a name of a country.
1748,I'm 70% certain that Funafuti is a name of a country.,0,I'm 70% certain that,Funafuti is a name of a country.
1749,I'm 70% certain that Basseterre is a city in Greece,0,I'm 70% certain that,Basseterre is a city in Greece
1750,I'm 70% certain that Northern Cyprus is a name of a country.,1,I'm 70% certain that,Northern Cyprus is a name of a country.
1751,I'm 70% certain that Kingston is a name of a country.,0,I'm 70% certain that,Kingston is a name of a country.
1752,I'm 70% certain that Zimbabwe is a name of a city.,0,I'm 70% certain that,Zimbabwe is a name of a city.
1753,I'm 70% certain that Oman is a name of a city.,0,I'm 70% certain that,Oman is a name of a city.
1754,I'm 70% certain that Malé is a city in Chad,0,I'm 70% certain that,Malé is a city in Chad
1755,I'm 70% certain that Rabat is a name of a country.,0,I'm 70% certain that,Rabat is a name of a country.
1756,I'm 70% certain that Asmara is a name of a city.,1,I'm 70% certain that,Asmara is a name of a city.
1757,I'm 70% certain that Bucharest is a city in Romania,1,I'm 70% certain that,Bucharest is a city in Romania
1758,I'm 70% certain that Nigeria is a name of a city.,0,I'm 70% certain that,Nigeria is a name of a city.
1759,I'm 70% certain that Indonesia is a name of a country.,1,I'm 70% certain that,Indonesia is a name of a country.
1760,I'm 70% certain that Gambia is a name of a country.,1,I'm 70% certain that,Gambia is a name of a country.
1761,I'm 70% certain that Beirut is a city in Philippines,0,I'm 70% certain that,Beirut is a city in Philippines
1762,I'm 70% certain that Amman is a name of a city.,1,I'm 70% certain that,Amman is a name of a city.
1763,I'm 70% certain that Hamilton is a name of a city.,1,I'm 70% certain that,Hamilton is a name of a city.
1764,I'm 70% certain that The Valley is a name of a country.,0,I'm 70% certain that,The Valley is a name of a country.
1765,I'm 70% certain that Bujumbura is a name of a country.,0,I'm 70% certain that,Bujumbura is a name of a country.
1766,I'm 70% certain that Hamilton is a city in Bermuda,1,I'm 70% certain that,Hamilton is a city in Bermuda
1767,I'm 70% certain that Philipsburg is a city in Sint Maarten,1,I'm 70% certain that,Philipsburg is a city in Sint Maarten
1768,I'm 70% certain that Accra is a city in Sudan,0,I'm 70% certain that,Accra is a city in Sudan
1769,I'm 70% certain that Tripoli is a name of a country.,0,I'm 70% certain that,Tripoli is a name of a country.
1770,I'm 70% certain that Lomé is a name of a city.,1,I'm 70% certain that,Lomé is a name of a city.
1771,I'm 70% certain that Prague is a city in Transnistria,0,I'm 70% certain that,Prague is a city in Transnistria
1772,I'm 70% certain that Brazzaville is a name of a country.,0,I'm 70% certain that,Brazzaville is a name of a country.
1773,I'm 70% certain that Ghana is a name of a country.,1,I'm 70% certain that,Ghana is a name of a country.
1774,I'm 70% certain that Stanley is a city in Sint Maarten,0,I'm 70% certain that,Stanley is a city in Sint Maarten
1775,I'm 70% certain that Kuwait City is a name of a city.,1,I'm 70% certain that,Kuwait City is a name of a city.
1776,I'm 70% certain that Tegucigalpa is a city in Russia,0,I'm 70% certain that,Tegucigalpa is a city in Russia
1777,I'm 70% certain that George Town is a city in Libya,0,I'm 70% certain that,George Town is a city in Libya
1778,I'm 70% certain that Tiraspol is a city in Transnistria,1,I'm 70% certain that,Tiraspol is a city in Transnistria
1779,I'm 70% certain that Qatar is a name of a country.,1,I'm 70% certain that,Qatar is a name of a country.
1780,I'm 70% certain that Asmara is a city in Belgium,0,I'm 70% certain that,Asmara is a city in Belgium
1781,I'm 70% certain that Yerevan is a city in Sweden,0,I'm 70% certain that,Yerevan is a city in Sweden
1782,I'm 70% certain that Liechtenstein is a name of a country.,1,I'm 70% certain that,Liechtenstein is a name of a country.
1783,I'm 70% certain that Majuro is a city in Mongolia,0,I'm 70% certain that,Majuro is a city in Mongolia
1784,I'm 70% certain that Apia is a city in Switzerland,0,I'm 70% certain that,Apia is a city in Switzerland
1785,I'm 70% certain that Bangui is a city in Uganda,0,I'm 70% certain that,Bangui is a city in Uganda
1786,I'm 70% certain that Copenhagen is a city in Denmark,1,I'm 70% certain that,Copenhagen is a city in Denmark
1787,I'm 70% certain that United States Virgin Islands is a name of a country.,1,I'm 70% certain that,United States Virgin Islands is a name of a country.
1788,I'm 70% certain that Naypyidaw is a city in Burma,1,I'm 70% certain that,Naypyidaw is a city in Burma
1789,I'm 70% certain that Riyadh is a name of a country.,0,I'm 70% certain that,Riyadh is a name of a country.
1790,I'm 70% certain that Beijing is a city in Palau,0,I'm 70% certain that,Beijing is a city in Palau
1791,I'm 70% certain that Rome is a city in Italy,1,I'm 70% certain that,Rome is a city in Italy
1792,I'm 70% certain that Yamoussoukro is a city in Curaçao,0,I'm 70% certain that,Yamoussoukro is a city in Curaçao
1793,I'm 70% certain that Nauru is a name of a country.,1,I'm 70% certain that,Nauru is a name of a country.
1794,I'm 70% certain that Venezuela is a name of a country.,1,I'm 70% certain that,Venezuela is a name of a country.
1795,I'm 70% certain that United Kingdom is a name of a country.,1,I'm 70% certain that,United Kingdom is a name of a country.
1796,I'm 70% certain that Road Town is a city in British Virgin Islands,1,I'm 70% certain that,Road Town is a city in British Virgin Islands
1797,I'm 70% certain that Cuba is a name of a country.,1,I'm 70% certain that,Cuba is a name of a country.
1798,I'm 70% certain that Abu Dhabi is a name of a country.,0,I'm 70% certain that,Abu Dhabi is a name of a country.
1799,I'm 70% certain that Windhoek is a name of a city.,1,I'm 70% certain that,Windhoek is a name of a city.
1800,I'm 70% certain that Dili is a city in Venezuela,0,I'm 70% certain that,Dili is a city in Venezuela
1801,I'm 70% certain that Castries is a name of a city.,1,I'm 70% certain that,Castries is a name of a city.
1802,I'm 70% certain that Dakar is a name of a city.,1,I'm 70% certain that,Dakar is a name of a city.
